Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Beginning Unreal Game Development,209966606,64.58761008,David Nixon,Apress,2020,Foundation for Simple to Complex Games Using Unreal Engine 4,,"Get started creating video games using Unreal Engine 4 (UE4) and learning the fundamentals of game development. Through hands-on, step-by-step tutorials, you will learn to design engaging environments and a build solid foundation for more complex games. Discover how to utilize the 3D game design software behind the development of...",True,2020-02-14T00:00:00,Feb 2020,1,97,150,programming
Using and Administering Linux: Volume 3,209955921,64.58761008,David Both,Apress,2019,Zero to SysAdmin: Network Services,,"Manage complex systems with ease and equip yourself for a new career. This book builds upon the skills you learned in Volumes 1 and 2 of this course and it depends upon the virtual network and virtual machine you created there.&nbsp;However, more experienced Linux users can begin with this volume and download an assigned script that...",True,2019-12-14T00:00:00,Dec 2019,1,97,150,programming
Refactoring Legacy T-SQL for Improved Performance,209965069,64.58761008,Lisa Bohm,Apress,2020,Modern Practices for SQL Server Applications,,"Breathe new life into older applications by refactoring T-SQL queries and code using modern techniques. This book shows you how to significantly improve the performance of older applications by finding common anti-patterns in T-SQL code, then rewriting those anti-patterns using new functionality that is supported in current versions of...",True,2020-01-10T00:00:00,Jan 2020,1,97,150,programming
Apple macOS and iOS System Administration,210011017,78.32277124,Drew Smith,Apress,2020,"Integrating and Supporting iPhones, iPads, and MacBooks",,"Effectively manage Apple devices anywhere from a handful of Macs at one location to thousands of iPhones across many locations. This book is a comprehensive guide for supporting Mac and iOS devices in organizations of all sizes.You'll learn how to control a fleet of macOS clients using tools like Profile Manager, Apple Device...",True,2020-05-01T00:00:00,May 2020,1,97,150,programming
PostgreSQL Configuration,209978213,50.83774318,Baji Shaik,Apress,2020,Best Practices for Performance and Security,,Obtain all the skills you need to configure and manage a PostgreSQL database. In this book you will begin by installing and configuring PostgreSQL on a server by focusing on system-level parameter settings before installation. You will also look at key post-installation steps to avoid issues in the future. The basic configuration of...,True,2020-03-16T00:00:00,Mar 2020,1,97,150,programming
Beginning PBR Texturing,210025580,78.32277124,Abhishek Kumar,Apress,2020,Learn Physically Based Rendering with Allegorithmic’s Substance Painter,,Delve into the concepts of physically based rendering (PBR) using Allegorithmic’s Substance Painter. This book covers the integration of PBR textures with various 3D modeling and rendering packages as well as with the Unreal Engine 4 game engine.Beginning PBR Texturing covers all aspects of the software and guides you in implementing...,True,2020-05-20T00:00:00,May 2020,1,97,150,programming
Cloud Debugging and Profiling in Microsoft Azure,209998005,86.57269138,Jeffrey Chilberto,Apress,2020,Application Performance Management in the Cloud,,"Use this collection of best practices and tips for assessing the health of a solution. This book provides detailed techniques and instructions to quickly diagnose aspects of your Azure cloud solutions.The initial chapters of this book introduce you to the many facets of Microsoft Azure, explain why and how building for the cloud...",True,2020-04-11T00:00:00,Apr 2020,4,97,150,programming
Essential Visual Studio 2019,210048295,64.58761008,Bruce Johnson,Apress,2020,"Boosting Development Productivity with Containers, Git, and Azure Tools",,"Discover how Visual Studio 2019 can improve your development process.&nbsp;Visual Studio is an integral part of the daily life of millions of developers worldwide. Even as this rich integrated development environment approaches two decades, it has never ceased in innovating ways to make developers’ work life more...",True,2020-06-12T00:00:00,Jun 2020,1,97,150,programming
Game Programming with Unity and C#,210048487,64.58761008,Casey Hardman,Apress,2020,A Complete Beginner’s Guide,,"​Designed for beginners with no knowledge or experience in game development or programming, this book teaches the essentials of the Unity game engine, the C# programming language, and the art of object-oriented programming. New concepts are not only explained, but thoroughly demonstrated.Starting with an introduction to Unity, you'll...",True,2020-06-13T00:00:00,Jun 2020,1,97,150,programming
The SQL Server DBA’s Guide to Docker Containers,210031833,86.57269138,Edwin M Sarmiento,Apress,2020,Agile Deployment without Infrastructure Lock-in,,Get introduced to the world of Docker containers from a SQL Server DBA’s perspective. This book explains container technology and how it can improve the deployment of your SQL Server databases without infrastructure lock-in. You will be equipped with the right technical skills to guide stakeholders in your business as they adopt and...,True,2020-05-29T00:00:00,May 2020,1,97,150,programming
Introducing Disaster Recovery with Microsoft Azure,210062241,78.32277124,Bapi Chakraborty,Apress,2020,Understanding Services and Tools for Implementing a Recovery Solution,,"Explore and learn the&nbsp;key building blocks of Microsoft Azure services and tools&nbsp;for implementing a disaster-recovery solution of any on-premises or cloud-based application.&nbsp;In this book, you will go through various aspects of planning, designing, and configuring a robust recovery solution on Azure.&nbsp;Introducing...",True,2020-06-23T00:00:00,Jun 2020,2,97,150,programming
Getting Started with Advanced C#,210062946,92.07263814,Vaskaran Sarcar,Apress,2020,Upgrade Your Programming Skills,,Understand and work with the most important features of advanced C# in different programming environments. This book teaches you the fundamental features of advanced C# and how to incorporate them in different programming techniques using Visual Studio 2019.The book is divided into two parts.&nbsp;Part I covers the fundamentals and...,True,2020-06-25T00:00:00,Jun 2020,1,97,150,programming
Dynamics 365 Essentials,210062952,109.94011224,Sarah Critchley,Apress,2020,Getting Started with Dynamics 365 Apps in the Common Data Service, (2nd ed.),"Discover what the Common Data Service is and how Dynamics 365 fits in the Power Platform. Learn how to set up core Dynamics 365 Customer Engagement functionality and build more customized processes using model-driven apps. This book covers the Dynamics 365 Online system for sales, customer service, marketing, field service, and Outlook...",True,2020-06-25T00:00:00,Jun 2020,1,97,150,programming
Visual Studio Extensibility Development,210081588,92.07263814,Rishabh Verma,Apress,2020,"Extending Visual Studio IDE for Productivity, Quality, Tooling, and Analysis",,"Learn the&nbsp;extensibility model of Visual Studio to enhance the Visual Studio integrated development environment (IDE).&nbsp;This book will cover every aspect, starting from developing an extension to publishing it and making it available to the end user.&nbsp;The book begins with an introduction to the basic concepts of Visual...",True,2020-07-03T00:00:00,Jul 2020,1,97,150,programming
Letters to a New Developer,210109177,78.32277124,Dan Moore,Apress,2020,What I Wish I Had Known When Starting My Development Career,,"Learn what you need to succeed as a developer beyond the code. The lessons in this book will supercharge your career by sharing lessons and mistakes from real developers.&nbsp;Wouldn’t it be nice to learn from others’ career mistakes? “Soft” skills are crucial to success,&nbsp;but are haphazardly picked up on the job or, worse, never...",True,2020-08-06T00:00:00,Aug 2020,1,97,150,programming
Learn Java for Android Development,210082215,116.80769282,Peter Späth,Apress,2020,Migrating Java SE Programming Skills to Mobile Development, (4th ed.),"Gain the essential Java language skills necessary for using the Android SDK platform to build Java-based Android apps. This book includes the latest Java SE releases that Android supports, and is geared towards the Android SDK version 10. It includes new content including JSON documents, functional programming, and lambdas as well as...",True,2020-07-08T00:00:00,Jul 2020,2,97,150,programming
Understanding Microsoft Teams Administration,210085788,86.57269138,Balu N Ilag,Apress,2020,"Configure, Customize, and Manage the Teams Experience",,"Explore solutions, best practices, tips, and workarounds to plan, design, customize, implement, and manage Microsoft Teams in any environment.&nbsp;The book starts with an overview of Microsoft Teams where you will go through the teams architecture, teams/channels, audio/video meetings, and the phone system. It further dives into...",True,2020-07-11T00:00:00,Jul 2020,1,97,150,programming
Data Mashup with Microsoft Excel Using Power Query and M,210086344,92.07263814,Adam Aspin,Apress,2020,"Finding, Transforming, and Loading Data from External Sources",,"Master the art of loading external data into Excel for use in reporting, charting, dashboarding, and business intelligence. This book provides a complete and thorough explanation of Microsoft Excel’s Get and Transform feature set, showing you how to connect to a range of external databases and other data sources to find data and pull...",True,2020-07-16T00:00:00,Jul 2020,1,97,150,programming
Hands-on Azure Pipelines,210090713,86.57269138,Chaminda Chandrasekara,Apress,2020,Understanding Continuous Integration and Deployment in Azure DevOps,,"Build, package, and deploy software projects, developed with any language targeting any platform, using Azure pipelines.The book starts with an overview of CI/CD and the need for software delivery automation. It further delves into the basic concepts of Azure pipelines followed by a hands-on guide to setting up agents on all platforms...",True,2020-07-24T00:00:00,Jul 2020,2,97,150,programming
Beginning Android Games Development,210119063,78.32277124,Ted Hagos,Apress,2020,From Beginner to Pro, (4th ed.),Do you have an awesome idea for the next break-through mobile gaming title? This updated edition&nbsp;will help you kick-start your project as it guides you through the process of creating several example game apps using APIs available in Android.&nbsp;You will learn the basics needed to join the ranks of successful Android game app...,True,2020-09-10T00:00:00,Sep 2020,4,97,150,programming
GNU Octave by Example,210121869,78.32277124,Ashwin Pajankar,Apress,2020,A Fast and Practical Approach to Learning GNU Octave,,"Get a quick start to learn, understand, and apply GNU Octave using a math- and programming-friendly approach. This book focuses on an end-to-end track to teach mathematical programming, data science, signal processing, and image processing with GNU Octave.GNU Octave by Example starts with an introduction to GNU Octave, a free and...",True,2020-09-14T00:00:00,Sep 2020,2,97,150,programming
Building Versatile Mobile Apps with Python and REST,210173963,64.58761008,Art Yudin,Apress,2020,RESTful Web Services with Django and React,,"Develop versatile iOS and Android apps using Python withRESTful web services. Dive into full-stack development with Django, a powerfulPython framework, and React Native, the most in-demand JavaScript library.Begin by building a mobile app using the RESTful APIs andReact Native. Starting from scratch, create a database and serialize the...",True,2020-11-24T00:00:00,Nov 2020,1,97,150,programming
Beginning Unreal Engine 4 Blueprints Visual Scripting,210174193,64.58761008,Satheesh Pv,Apress,2020,Using C++:  From Beginner to Pro,,"Discover how Unreal Engine 4 allows you to create exciting games using C++ and Blueprints. This book starts with installing, launching, and examining the details of Unreal Engine.&nbsp;&nbsp;Next, you will learn about Blueprints and C++ and how to leverage them. The following chapters talk in detail about gameplay, basic physics, and...",True,2020-11-25T00:00:00,Nov 2020,1,97,150,programming
The Complete ASP.NET Core 3 API Tutorial,210128546,64.58761008,Les Jackson,Apress,2020,"Hands-On Building, Testing, and Deploying",,"Use this ASP.NET Core API tutorial and straightforward step-by-step guide to build, test, and deploy an ASP.NET Core API to Azure. It will help you code confidently and efficiently, and provides just what you need for context.&nbsp;&nbsp;The book starts with detailing how to set up your development environment, and then introduces a...",True,2020-09-26T00:00:00,Sep 2020,1,97,150,programming
