Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Computer Organization and Design MIPS Edition,2098035,96.63194295,David A. Patterson,Elsevier Science,2013,The Hardware/Software Interface, (5th ed.),"Computer Organization and Design, Fifth Edition, is the latest update to the classic introduction to computer organization. The text now contains new examples and material highlighting the emergence of mobile computing and the cloud. It explores this generational change with updated content featuring tablet computers, cloud...",True,2013-09-30T00:00:00,Sep 2013,2,97,150,arch
Learning Computer Architecture with Raspberry Pi,2421187,38.0,Eben Upton,Wiley,2016,,,"Use your Raspberry Pi to get smart about computing fundamentals In the 1980s, the tech revolution was kickstarted by a flood of relatively inexpensive, highly programmable computers like the Commodore. Now, a second revolution in computing is...",True,2016-08-22T00:00:00,Aug 2016,5,97,150,arch
Fault-Tolerant Systems,294597,96.63194295,Israel Koren,Elsevier Science,2010,,,"Fault-Tolerant Systems is the first book on fault tolerance design with a systems approach to both hardware and software. No other text on the market takes this approach, nor offers the comprehensive and up-to-date treatment that Koren and Krishna provide. This book incorporates case studies that highlight six different computer...",True,2010-07-19T00:00:00,Jul 2010,2,97,150,arch
Fundamentals of Computer Organization and Architecture,231740,230.95,Mostafa Abd-El-Barr,Wiley,2005,,,This is the first book in the two-volume set offering comprehensive coverage of the field of computer organization and architecture. This book provides complete coverage of the subjects pertaining to introductory courses in computer organization and...,True,2005-02-22T00:00:00,Feb 2005,2,97,150,arch
Designing the Internet of Things,1471865,35.99,Adrian McEwen,Wiley,2013,,,"Take your idea from concept to production with this unique guide Whether it's called physical computing, ubiquitous computing, or the Internet of Things, it's a hot topic in technology: how to channel...",True,2013-10-10T00:00:00,Oct 2013,2,97,150,arch
Raspberry Pi Projects For Dummies,1895587,29.99,Mike Cook,Wiley,2015,,,"Join the Raspberry revolution with these fun and easy Pi projects The Raspberry Pi has opened up a whole new world of innovation for everyone from hardware hackers and programmers to students, hobbyists, engineers, and beyond. Featuring a variety...",True,2015-06-15T00:00:00,Jun 2015,3,97,150,arch
Programming Massively Parallel Processors,1104482,102.02231475,David B. Kirk,Elsevier Science,2012,A Hands-on Approach, (2nd ed.),"Programming Massively Parallel Processors: A Hands-on Approach, Second Edition, teaches students how to program massively parallel processors. It offers a detailed discussion of various techniques for constructing parallel programs. Case studies are used to demonstrate the development process, which begins with computational thinking...",True,2012-12-31T00:00:00,Dec 2012,2,97,150,arch
Internet of Things with ESP8266,2653735,44.99,Marco Schwartz,Packt Publishing,2016,Build amazing Internet of Things projects using the ESP8266 Wi-Fi chip,,,True,2016-07-29T00:00:00,Jul 2016,1,97,150,arch
Microsoft System Center 2016 Service Manager Cookbook,95714734,66.99,Steve Buchanan,Packt Publishing,2017,Click here to enter text.,,,True,2017-02-27T00:00:00,Feb 2017,5,97,150,arch
WSO2 Developer's Guide,95879558,49.99,Ramón Garrido,Packt Publishing,2017,SOA and data services with WSO2 Enterprise Integrator,,,True,2017-09-29T00:00:00,Sep 2017,2,97,150,arch
Practical DevOps,96203499,49.99,joakim verona,Packt Publishing,2018,"Implement DevOps in your organization by effectively building, deploying, testing, and monitoring code",,,True,2018-05-30T00:00:00,May 2018,1,97,150,arch
Arduino Projects For Dummies,1209631,34.0,Brock Craft,Wiley,2013,,,"Discover all the amazing things you can do with Arduino Arduino is a programmable circuit board that is being used by everyone from scientists, programmers, and hardware hackers to artists, designers,...",True,2013-05-31T00:00:00,May 2013,1,97,150,arch
Raspberry Pi User Guide,1775209,21.99,Eben Upton,Wiley,2014,, (3rd ed.),"The “unofficial official” guide to the Raspberry Pi, complete with creator insight Raspberry Pi User Guide, 3 rd Edition contains everything you need to know to...",True,2014-08-25T00:00:00,Aug 2014,2,97,150,arch
Cloud Foundry,2647211,14.99,Duncan C. E. Winn,O'Reilly Media,2016,The Cloud-Native Platform,,"What exactly is a cloud-native platform? It’s certainly a hot topic in IT, as enterprises today assess this option for developing and delivering software quickly and repeatedly. This O’Reilly report explains the capabilities of cloud-native platforms and examines the fundamental changes enterprises need to make in process, organization, and...",True,2016-07-18T00:00:00,Jul 2016,1,97,150,arch
Computer Architecture,95641862,97.71095072,Joseph D. Dumas II,CRC Press,2016,"Fundamentals and Principles of Computer Design, Second Edition", (2nd ed.),"This book explains, in easily understandable language, the key architectural principles and implementation techniques used to design and build modern computer systems – from embedded controllers to supercomputers, and everything in between. It will give undergraduate and master’s level students studying computer science, computer engineering,...",True,2016-11-25T00:00:00,Nov 2016,1,97,150,arch
Enterprise Systems Integration,299737,71.99303072,Judith M. Myerson,CRC Press,2001,, (2nd ed.),"The convergence of knowledge, technology, and human performance that comprises today's enterprise necessitates creative business process design. An organization must create new and innovative ways to service its customers or do business with suppliers and make itself a leader in its field. Combining the perspectives, knowledge, and experience of...",True,2001-09-26T00:00:00,Sep 2001,1,97,150,arch
The System Designer's Guide to VHDL-AMS,405564,149.73255,Peter J. Ashenden,Elsevier Science,2002,"Analog, Mixed-Signal, and Mixed-Technology Modeling",,"The demand is exploding for complete, integrated systems that sense, process, manipulate, and control complex entities such as sound, images, text, motion, and environmental conditions. These systems, from hand-held devices to automotive sub-systems to aerospace vehicles, employ electronics to manage and adapt to a world that is,...",True,2002-09-10T00:00:00,Sep 2002,3,97,150,arch
Digital Design and Computer Architecture,404196,129.24641475,David Harris,Elsevier Science,2010,,,Digital Design and Computer Architecture is designed for courses that combine digital logic design with computer organization/architecture or that teach these subjects as a two-course sequence. Digital Design and Computer Architecture begins with a modern approach by rigorously covering the fundamentals of digital logic design and then...,True,2010-07-26T00:00:00,Jul 2010,2,97,150,arch
Microsoft Virtualization,566726,67.99218975,Thomas Olzak,Elsevier Science,2010,"Master Microsoft Server, Desktop, Application, and Presentation Virtualization",,"Microsoft Virtualization: Master Microsoft Server, Desktop, Application, and Presentation Virtualization serves a thorough reference for those considering a migration into the virtualized world. It provides the tools and explanations needed to create a fresh virtualization environment. Readers walk through step-by-step instructions on...",True,2010-06-04T00:00:00,Jun 2010,4,97,150,arch
CUDA Application Design and Development,806486,67.99218975,Rob Farber,Elsevier Science,2011,,,"As the computer industry retools to leverage massively parallel graphics processing units (GPUs), this book is designed to meet the needs of working software developers who need to understand GPU programming with CUDA and increase efficiency in their projects. CUDA Application Design and Development starts with an introduction to...",True,2011-10-08T00:00:00,Oct 2011,1,97,150,arch
Computers as Components,913774,114.27315975,Marilyn Wolf,Elsevier Science,2012,Principles of Embedded Computing System Design, (3rd ed.),"Computers as Components: Principles of Embedded Computing System Design, Third Edition, presents essential knowledge on embedded systems technology and techniques. Updated for today's embedded systems design methods, this volume features new examples including digital signal processing, multimedia, and cyber-physical systems. It also...",True,2012-06-12T00:00:00,Jun 2012,1,97,150,arch
Heterogeneous Computing with OpenCL,1073028,95.21628975,Benedict Gaster,Elsevier Science,2012,Revised OpenCL 1.2 Edition, (2nd ed.),"Heterogeneous Computing with OpenCL, Second Edition teaches OpenCL and parallel programming for complex systems that may include a variety of device architectures: multi-core CPUs, GPUs, and fully-integrated Accelerated Processing Units (APUs) such as AMD Fusion technology. It is the first textbook that presents OpenCL programming...",True,2012-12-31T00:00:00,Dec 2012,5,97,150,arch
Applied Architecture Patterns on the Microsoft Platform,1593842,66.99,Andre Dovgal,Packt Publishing,2014,Work with various Microsoft technologies using Applied Architecture Patterns,,,True,2014-07-25T00:00:00,Jul 2014,3,97,150,arch
Drupal 7 Multi Sites Configuration,932963,27.99,Matt Butcher,Packt Publishing,2012,Run multiple websites from a single instance of Drupal 7 with this book and ebook,,,True,2012-03-26T00:00:00,Mar 2012,1,97,150,arch
Architectural Patterns,95945973,55.99,Anupama Murali,Packt Publishing,2017,Uncover essential patterns in the most indispensable realm of enterprise architecture,,,True,2017-12-22T00:00:00,Dec 2017,3,97,150,arch
Containers in OpenStack,95945965,39.99,Madhuri Kumari,Packt Publishing,2017,"Leverage OpenStack services to make the most of Docker, Kubernetes and Mesos",,,True,2017-12-21T00:00:00,Dec 2017,2,97,150,arch
Hybrid Cloud for Architects,96028493,44.99,Alok Shrivastwa,Packt Publishing,2018,Build robust hybrid cloud solutions using AWS and OpenStack,,,True,2018-02-23T00:00:00,Feb 2018,1,97,150,arch
Hands-On Reactive Programming with Reactor,138626251,44.99,Rahul Sharma,Packt Publishing,2018,Build reactive and scalable microservices using the Reactor framework,,,True,2018-09-29T00:00:00,Sep 2018,1,97,150,arch
Bash Quick Start Guide,138626245,31.99,Tom Ryder,Packt Publishing,2018,Get up and running with shell scripting with Bash,,,True,2018-09-28T00:00:00,Sep 2018,1,97,150,arch
VMware vSphere 6.7 Data Center Design Cookbook,209648400,66.99,Mike Brown,Packt Publishing,2019,Over 100 practical recipes to help you design a powerful virtual infrastructure based on vSphere 6.7,,,True,2019-03-28T00:00:00,Mar 2019,2,97,150,arch
MCSA Windows Server 2016 Certification Guide: Exam 70-741,209675185,44.99,Sasha Kranjac,Packt Publishing,2019,The ultimate guide to becoming MCSA certified,,,True,2019-04-30T00:00:00,Apr 2019,2,97,150,arch
Professional Cloud Architect –  Google Cloud Certification Guide,209821219,44.99,Konrad Cłapa,Packt Publishing,2019,"A handy guide to designing, developing, and managing enterprise-grade GCP cloud solutions",,,True,2019-10-18T00:00:00,Oct 2019,2,97,150,arch
"Open Design, a Stakeholder-oriented Approach in Architecture, Urban Planning, and Project Management",286999,136.1205,R. Binnekamp,IOS Press,2006,,,"Open Design refers to a stakeholder-oriented approach in Architecture, Urban Planning, and Project Management, as developed by the Chair of Computer Aided Design and Planning of Delft University of Technology. This edition collects the following three volumes on Open Design: 1) Open Design, a Collaborative Approach to Architecture, offering...",True,2007-03-14T00:00:00,Aug 2006,3,97,150,arch
Design of Multithreaded Software,699444,137.25,Bo I. Sanden,Wiley,2011,The Entity-Life Modeling Approach,,"This book assumes familiarity with threads (in a language such as Ada, C#, or Java) and introduces the entity-life modeling (ELM) design approach for certain kinds of multithreaded software. ELM focuses on ""reactive systems,"" which continuously...",True,2011-02-04T00:00:00,Feb 2011,1,97,150,arch
Advanced Computer Architecture and Parallel Processing,231741,230.95,Hesham El-Rewini,Wiley,2005,,,"Computer architecture deals with the physical configuration, logical structure, formats, protocols, and operational sequences for processing data, controlling the configuration, and controlling the operations over a computer. It also encompasses word...",True,2005-04-08T00:00:00,Apr 2005,2,97,150,arch
Microprocessor Theory and Applications with 68000/68020 and Pentium,362121,239.95,M. Rafiquzzaman,Wiley,2008,,,MICROPROCESSOR THEORY AND APPLICATIONS WITH 68000/68020 AND PENTIUM A SELF-CONTAINED INTRODUCTION TO MICROPROCESSOR THEORY AND APPLICATIONSThis book presents the fundamental concepts of assembly language programming and system design associated with...,True,2008-09-22T00:00:00,Sep 2008,1,97,150,arch
Architecture-Independent Programming for Wireless Sensor Networks,353423,158.95,Amol B. Bakshi,Wiley,2008,,,"New automated, application-independent methodology for designing and deploying sensor networks Following this book's clear explanations, examples, and illustrations, domain experts can design and deploy nontrivial networked sensing applications...",True,2008-06-02T00:00:00,Jun 2008,2,97,150,arch
Memory Allocation Problems in Embedded Systems,1117268,217.95,Maria Soto,Wiley,2012,Optimization Methods,,"Embedded systems are everywhere in contemporary life and are supposed to make our lives more comfortable. In industry, embedded systems are used to manage and control complex systems (e.g. nuclear power plants, telecommunications and...",True,2013-01-24T00:00:00,Dec 2012,4,97,150,arch
Computer Architecture,1117269,213.95,Gérard Blanchet,Wiley,2012,,,"This book lays out the concepts necessary to understand how a computer works. For reasons of clarity, the authors have deliberately chosen examples that apply to machines from all eras, without having to water down the...",True,2013-01-24T00:00:00,Dec 2012,2,97,150,arch
"Micro, Nanosystems and Systems on Chips",1153619,217.95,Alina Voda,Wiley,2013,"Modeling, Control, and Estimation",,"Micro- and nanosystems represent an area of major scientific and technological opportunity and challenge, with actual and potential applications in almost all fields of human activity. The aim of this book is to present the central...",True,2013-03-07T00:00:00,Mar 2013,1,97,150,arch
Software Architecture 1,1688022,217.95,Mourad Chabane Oussalah,Wiley,2014,,,"Over the past 20 years, software architectures have significantly contributed to the development of complex and distributed systems. Nowadays, it is recognized that one of the critical problems in the design and development of any complex...",True,2014-05-09T00:00:00,May 2014,1,97,150,arch
Software Architecture 2,1706875,217.95,Mourad Chabane Oussalah,Wiley,2014,,,"Over the past 20 years, software architectures have significantly contributed to the development of complex and distributed systems. Nowadays, it is recognized that one of the critical problems in the design and development of any complex...",True,2014-06-02T00:00:00,Jun 2014,1,97,150,arch
"Formal Languages, Automata and Numeration Systems 1",1784146,217.95,Michel Rigo,Wiley,2014,Introduction to Combinatorics on Words,,"Formal Languages, Automaton and Numeration Systems presents readers with a review of research related to formal language theory, combinatorics on words or numeration systems, such as Words, DLT (Developments in Language...",True,2014-09-10T00:00:00,Sep 2014,1,97,150,arch
Advanced Graph Theory and Combinatorics,1895334,217.95,Michel Rigo,Wiley,2016,,,Advanced Graph Theory focuses on some of the main notions arising in graph theory with an emphasis from the very start of the book on the possible applications of the theory and the fruitful links existing with linear algebra. The second part of...,True,2016-11-22T00:00:00,Nov 2016,1,97,150,arch
Multi-Processor System-on-Chip 1,210245931,217.95,Liliana Andrade,Wiley,2021,Architectures,,"A Multi-Processor System-on-Chip (MPSoC) is the key component for complex applications. These applications put huge pressure on memory, communication devices and computing units. This book, presented in two volumes Architectures and Applications...",True,2021-03-12T00:00:00,Mar 2021,2,97,150,arch
Understanding Infrastructure Edge Computing,210278241,164.95,Alex Marcham,Wiley,2021,"Concepts, Technologies, and Considerations",,UNDERSTANDING INFRASTRUCTURE EDGE COMPUTING A comprehensive review of the key emerging technologies that will directly impact areas of computer technology over the next five...,True,2021-04-21T00:00:00,Apr 2021,1,97,150,arch
Model-based Systems Architecting,210569149,198.0,Daniel Krob,Wiley,2022,Using CESAM to Architect Complex Systems,,"Model-based Systems Architecting is a key tool for designing complex industrial systems. It is dedicated to the working systems architects, engineers and modelers, in order to help them master the complex integrated systems that...",True,2022-05-20T00:00:00,May 2022,1,97,150,arch
Rechnerarchitektur für Dummies,210683632,39.5,Jürgen Neuschwander,Wiley,2022,,,"Dieses Buch bietet eine kompakte, verständliche Einführung in das Thema ""Rechnerarchitektur"". Alle heute essenziellen Themengebiete werden behandelt. Der Schwerpunkt des Buches liegt auf der systemtechnischen funktionalen Beschreibung von...",True,2022-09-20T00:00:00,Sep 2022,1,97,150,arch
The Engineering Design of Systems,211257474,174.99,Dennis M. Buede,Wiley,2024,Models and Methods, (4th ed.),"The Engineering Design of Systems Comprehensive resource covering methods to design, verify, and validate systems with a model-based approach, addressing engineering of current software-centric systems The newly revised and updated Fourth Edition of The Engineering Design of Systems includes content addressing model-based systems...",True,2024-03-08T00:00:00,Mar 2024,2,97,150,arch
Universal Design,2531312,83.99472672,Francesc Aragall,Taylor and Francis,2016,The HUMBLES Method for User-Centred Business,,"As a customer, have you ever felt dissatisfied with a product or service? Is it possible that customers may be similarly unhappy with your company? Being aware of and exploring your consumers' diversity constitutes the best source of information available if you are to lead the way in design innovation, marketing orientation and service...",True,2016-02-24T00:00:00,Feb 2016,2,97,150,arch
Knowledge Architectures,210176426,77.13661472,Denise Bedford,Taylor and Francis,2020,Structures and Semantics,,"Knowledge Architectures reviews traditional approaches to managing information and explains why they need to adapt to support 21st-century information management and discovery. Exploring the rapidly changing environment in which information is being managed and accessed, the book considers how to use knowledge architectures, the basic structures...",True,2020-12-30T00:00:00,Dec 2020,1,97,150,arch
Handbook of SCADA/Control Systems Security,2571414,66.84944672,Burt G. Look,Taylor & Francis,2016,, (2nd ed.),"This comprehensive handbook covers fundamental security concepts, methodologies, and relevant information pertaining to supervisory control and data acquisition (SCADA) and other industrial control systems used in utility and industrial facilities worldwide.",True,2016-05-10T00:00:00,May 2016,3,97,150,arch
3D Nanoelectronic Computer Architecture and Implementation,262049,351.47824,David Crawley,CRC Press,2020,,,It is becoming increasingly clear that the two-dimensional layout of devices on computer chips hinders the development of high-performance computer systems. Three-dimensional structures will be needed to provide the performance required to implement computationally intensive tasks. 3-D Nanoelectronic Computer Architecture and Implementation...,True,2020-01-15T00:00:00,Jan 2020,3,97,150,arch
Computer Architecture,263014,83.99472672,John Y. Hsu,CRC Press,2017,"Software Aspects, Coding, and Hardware",,"With the new developments in computer architecture, fairly recent publications can quickly become outdated. Computer Architecture: Software Aspects, Coding, and Hardware takes a modern approach. This comprehensive, practical text provides that critical understanding of a central processor by clearly detailing fundamentals, and cutting edge...",True,2017-12-19T00:00:00,Dec 2017,1,97,150,arch
The SIM Guide to Enterprise Architecture,565942,71.99303072,Leon Kappelman,CRC Press,2009,,,"Presenting insights from leading authorities, this book provides a solid understanding of the key concepts in enterprise architecture. It explains how to conduct more effective oversight of enterprise architecture activities for more efficient management of resources. Beginning with a look at current theory and frameworks, the book discusses the...",True,2009-10-26T00:00:00,Oct 2009,1,97,150,arch
Bioinformatics,566084,62.09455,Bertil Schmidt,CRC Press,2010,High Performance Parallel Computer Architectures,,"New sequencing technologies have broken many experimental barriers to genome scale sequencing, leading to the extraction of huge quantities of sequence data. This expansion of biological databases established the need for new ways to harness and apply the astounding amount of available genomic information and convert it into substantive biological",True,2010-07-15T00:00:00,Jul 2010,1,97,150,arch
Design and Safety Assessment of Critical Systems,624966,162.86301472,Marco Bozzano,CRC Press,2010,,,"Safety-critical systems, by definition those systems whose failure can cause catastrophic results for people, the environment, and the economy, are becoming increasingly complex both in their functionality and their interactions with the environment. Unfortunately, safety assessments are still largely done manually, a time-consuming and error-prone",True,2010-11-12T00:00:00,Nov 2010,2,97,150,arch
Energy-Aware Memory Management for Embedded Multimedia Systems,830218,102.85453472,Florin Balasa,CRC Press,2011,A Computer-Aided Design Approach,,"Energy-Aware Memory Management for Embedded Multimedia Systems: A Computer-Aided Design Approach presents recent computer-aided design (CAD) ideas that address memory management tasks, particularly the optimization of energy consumption in the memory subsystem. It explains how to efficiently implement CAD solutions, including theoretical methods an",True,2011-11-16T00:00:00,Nov 2011,2,97,150,arch
Information Systems and Computing Technology,1378859,56.56227872,Lei Zhang,CRC Press,2013,,,"Information systems are complex, including data collecting, storing, processing and delivering. The main components of information systems are computer hardware and software, telecommunications, databases and data warehouses, human resources, and procedures. With the development of information systems, the innovation technologies and their applicat",True,2013-08-21T00:00:00,Aug 2013,2,97,150,arch
CoCo,1386613,77.13661472,Boisy G Pitre,CRC Press,2013,The Colorful History of Tandy’s Underdog Computer,,"This is the first book to document the complete history of the Tandy Color Computer (CoCo), taking readers inside the interesting stories and people behind this unique, underdog computer. The authors reveal the story of a pivotal period in the home computing revolution from the perspective of Tandy's CoCo. The book also features first-hand...",True,2013-12-10T00:00:00,Dec 2013,2,97,150,arch
High Performance Programming for Soft Computing,1408041,83.99472672,Oscar Humberto Montiel Ross,CRC Press,2014,,,"This book examines the present and future of soft computer techniques. It explains how to use the latest technological tools, such as multicore processors and graphics processing units, to implement highly efficient intelligent system methods using a general purpose computer.",True,2014-02-04T00:00:00,Feb 2014,2,97,150,arch
The Information System Consultant's Handbook,1446558,411.48672,William S. Davis,CRC Press,2019,Systems Analysis and Design,,"The Information System Consultant's Handbook familiarizes readers with underlying principles, specific documentation, and methods. Each chapter covers a single tool, technique, set of principles, or methodology. The clear, concise narrative supplemented by numerous illustrations and diagrams makes the material accessible. It provides a handy...",True,2019-04-30T00:00:00,Apr 2019,2,97,150,arch
Building Enterprise Systems with ODP,1633703,71.99303072,Peter F. Linington,CRC Press,2011,An Introduction to Open Distributed Processing,,"This book presents a systematic approach to the design of large, complex distributed systems using the concepts and mechanisms defined by the Reference Model of Open Distributed Processing (RM-ODP). Focusing on the key choices that make an architectural design robust and durable, the authors illustrate the benefits of using a viewpoint-based...",True,2011-09-06T00:00:00,Sep 2011,4,97,150,arch
Designing Network On-Chip Architectures in the Nanoscale Era,1633362,102.85453472,Jose Flich,CRC Press,2010,,,"A stepping stone to the evolution of future chip architectures, this volume provides a how-to guide for designers of current NoCs as well as designers involved with 2015 computing platforms. It cohesively brings together fundamental design issues, alternative design paradigms and techniques, and the main design tradeoffs-consistently focusing on...",True,2010-12-18T00:00:00,Dec 2010,2,97,150,arch
Reliable Computer Systems,1633413,97.71095072,Daniel P. Siewiorek,CRC Press,1998,"Design and Evaluation, Third Edition", (3rd ed.),"This classic reference work is a comprehensive guide to the design, evaluation, and use of reliable computer systems. It includes case studies of reliable systems from manufacturers, such as Tandem, Stratus, IBM, and Digital. It covers special systems such as the Galileo Orbiter fault protection system and AT&T telephone switching system processors",True,1998-12-15T00:00:00,Dec 1998,2,97,150,arch
Sports Engineering and Computer Science,1647693,107.99811872,Qi Luo,CRC Press,2015,"Proceedings of the International Conference on Sport Science and Computer Science (SSCS 2014), Singapore, 16-17 September 2014",,"Sports Engineering and Computer Science contains papers presented at the 2014 International Conference on Sport Science and Computer Science (SSCS 2014), held September 16-17, 2014 in Singapore and at the 2014 International Conference on Biomechanics and Sports Engineering (BSE 2014), held October 24-25, 2014, in Riga, Latvia. The contributions hav",True,2015-05-18T00:00:00,May 2015,1,97,150,arch
Some Assembly Required,1648264,171.43565472,Timothy S Margush,CRC Press,2016,Assembly Language Programming with the AVR Microcontroller,,"A comprehensive treatment of assembly language programming and computer organization, this text teaches the basic system capabilities of 8-bit AVR microcontrollers. It provides a foundation for understanding compilers, linkers, loaders, and operating systems in addition to the processors themselves. The book covers function call mechanisms and...",True,2016-04-19T00:00:00,Apr 2016,1,97,150,arch
Introduction to Compiler Construction in a Java World,1648283,145.71773472,Bill Campbell,CRC Press,2012,,,"Immersing students in Java and the Java Virtual Machine (JVM), Introduction to Compiler Construction in a Java World enables a deep understanding of the Java programming language and its implementation. The text focuses on design, organization, and testing, helping students learn good software engineering skills and become better programmers.The bo",True,2012-11-21T00:00:00,Nov 2012,3,97,150,arch
Frontiers in Computer Education,2055003,83.99472672,Yuanzhi Wang,CRC Press,2015,"Proceedings of the 2nd International Conference on Frontiers in Computer Education (ICFCE 2014), Wuhan, China, December 24-25, 2014",,"This proceedings volume contains selected papers presented at the 2014 International Conference on Frontiers in Computer Education (ICFCE 2014), which was held December 24-25, 2014, in Wuhan, China. The objective of this conference was to provide a forum for different researchers in different fields, especially Computer Education as well as...",True,2015-07-28T00:00:00,Jul 2015,1,97,150,arch
Embedded Software Development for Safety-Critical Systems,2236295,73.70755872,Chris Hobbs,CRC Press,2017,,,"This book discusses the development of safety-critical systems under the following standards: IEC 61508; ISO 26262; EN 50128; and IEC 62304. It details the advantages and disadvantages of many architectural and design practices recommended in the standards, ranging from replication and diversification, through anomaly detection to the so-called...",True,2017-09-07T00:00:00,Sep 2017,1,97,150,arch
Computer Systems Architecture,2652014,77.13661472,Aharon Yadin,CRC Press,2016,,,"This book provides IT professionals and students with the necessary understanding of computer hardware. It addresses the ongoing issues related to computer hardware and discusses the solutions supplied by the industry. The author presents a brief history of computing that explores the evolution of the field, covers data representation and...",True,2016-08-19T00:00:00,Aug 2016,1,97,150,arch
Interconnections for Computer Communications and Packet Networks,95629207,102.85453472,Roberto Rojas-Cessa,CRC Press,2016,,,"This book introduces different interconnection networks applied to different systems. Interconnection networks are used to communicate processing units in a multi-processor system, routers in communication networks, and servers in data centers. Queuing techniques are applied to interconnection networks to support a higher utilization of...",True,2016-11-03T00:00:00,Nov 2016,1,97,150,arch
Essentials of Computer Architecture,95665078,77.13661472,Douglas Comer,CRC Press,2017,, (2nd ed.),"This easy to read textbook provides an introduction to computer architecture, while focusing on the essential aspects of hardware that programmers need to know. The topics are explained from a programmer’s point of view, and the text emphasizes consequences for programmers. Divided in five parts, the book covers the basics of digital logic,...",True,2017-01-06T00:00:00,Jan 2017,1,97,150,arch
Multiple-Valued Logic Design,95874558,600.0848,G Epstein,CRC Press,2017,an Introduction,,"Multiple-Valued Logic Design: An Introduction explains the theory and applications of this increasingly important subject. Written in a clear and understandable style, the author develops the material in a skillful way. Without using a huge mathematical apparatus, he introduces the subject in a general form that includes the well-known binary...",True,2017-09-29T00:00:00,Sep 2017,1,97,150,arch
Computer Organization,95959367,128.57245472,James Gil de Lamadrid,CRC Press,2018,Basic Processor Structure,,"Computer Organization: Basic Processor Structure is a class-tested textbook, based on the author’s decades of teaching the topic to undergraduate and beginning graduate students. The main questions the book tries to answer are: how is a processor structured, and how does the processor function, in a general-purpose computer? The book begins with...",True,2018-02-19T00:00:00,Feb 2018,1,97,150,arch
Parallel Supercomputing in MIMD Architectures,95949984,411.48672,R.Michael Hord,CRC Press,2018,,,"Parallel Supercomputing in MIMD Architectures is devoted to supercomputing on a wide variety of Multiple-Instruction-Multiple-Data (MIMD)-class parallel machines. This book describes architectural concepts, commercial and research hardware implementations, major programming concepts, algorithmic methods, representative applications, and benefits...",True,2018-02-01T00:00:00,Feb 2018,1,97,150,arch
The Information System Consultant's Handbook,209849410,411.48672,William S. Davis,CRC Press,2019,Systems Analysis and Design,,"The Information System Consultant's Handbook familiarizes readers with underlying principles, specific documentation, and methods. Each chapter covers a single tool, technique, set of principles, or methodology. The clear, concise narrative supplemented by numerous illustrations and diagrams makes the material accessible. It provides a handy...",True,2019-04-30T00:00:00,Apr 2019,2,97,150,arch
3D Nanoelectronic Computer Architecture and Implementation,209925701,351.47824,David Crawley,CRC Press,2020,,,It is becoming increasingly clear that the two-dimensional layout of devices on computer chips hinders the development of high-performance computer systems. Three-dimensional structures will be needed to provide the performance required to implement computationally intensive tasks. 3-D Nanoelectronic Computer Architecture and Implementation...,True,2020-01-15T00:00:00,Jan 2020,3,97,150,arch
Linux Yourself,210220247,83.99472672,Sunil K. Singh,CRC Press,2021,Concept and Programming,,"Numerous people still believe that learning and acquiring expertise in Linux is not easy, that only a professional can understand how a Linux system works. Nowadays, Linux has gained much popularity both at home and at the workplace. Linux Yourself: Concept and Programming aims to help and guide people of all ages by offering a deep insight into...",True,2021-08-30T00:00:00,Aug 2021,1,97,150,arch
Internet of Things,210363432,77.13661472,Arun Kumar Rana,CRC Press,2021,"Energy, Industry, and Healthcare",,"Internet of things (IoT) is the connection and communication of physical objects (smart devices) over the internet. In this recent age, people’s daily lives are dependent on the internet through their smartphones, tablets, Smart TVs, micro-controllers, Smart Tags, computers, laptops, and cars to name a few. This book discusses different ways to...",True,2021-10-19T00:00:00,Oct 2021,5,97,150,arch
Linux with Operating System Concepts,210410535,142.28867872,Richard Fox,CRC Press,2021,, (2nd ed.),"A True Textbook for an Introductory Course, System Administration Course, or a Combination Course Linux with Operating System Concepts, Second Edition merges conceptual operating system (OS) and Unix/Linux topics into one cohesive textbook for undergraduate students. The book can be used for a one- or two-semester course on Linux or Unix. It is...",True,2021-12-28T00:00:00,Dec 2021,1,97,150,arch
Cyber-Physical Systems,210438043,83.99472672,Tushar Semwal,CRC Press,2022,Solutions to Pandemic Challenges,,"A Cyber-Physical System (CPS) is an integration of cyber components with their physical counterparts. A cyber unit could be either a software or hardware. Physical components are those objects, which are governed by the law of physics. CPS have transformed how we interact with the physical world, ranging from sensing the environmental parameters...",True,2022-03-02T00:00:00,Mar 2022,2,97,150,arch
Recommender Systems,210828519,83.99472672,Monideepa Roy,CRC Press,2023,A Multi-Disciplinary Approach,,"This book presents a multi-disciplinary approach for development of Recommender Systems. It explains different types of pertinent algorithms with their comparative analysis, and their role for different applications including case studies. It explains Big Data behind Recommender System, making good decision support systems, etc.",True,2023-06-19T00:00:00,Jun 2023,3,97,150,arch
Raspberry Pi OS System Administration with systemd and Python,211154539,77.13661472,Robert M. Koretsky,CRC Press,2023,A Practical Approach,,"The second in a new series, this instalment builds on the insights provided in Volume 1 to provide a compendium of easy-to-use and essential Raspberry Pi OS system administration for the novice user",True,2023-12-26T00:00:00,Dec 2023,1,97,150,arch
