Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Network Automation Made Easy,210365392,65.32422795,Ivo Pinto,Pearson Education,2021,,,"Practical strategies and techniques for automating network infrastructure As networks grow ever more complex, network professionals are seeking to automate processes for configuration, management, testing, deployment, and operation. Using automation, they aim to lower expenses, improve productivity, reduce human error, shorten time to market,...",True,2021-11-04T00:00:00,Nov 2021,1,97,150,networking
Model-Driven DevOps,210572281,43.54494795,Steven Carter,Pearson Education,2022,Increasing agility and security in your physical network through DevOps,,"Develop Network Infrastructure More Rapidly, and Operate It More Effectively Using model-driven DevOps and the Infrastructure as Code (IaC) paradigm, teams can develop and operate network infrastructure more quickly, consistently, and securely--growing agility, getting&nbsp; to market sooner, and delivering more value. Now,...",True,2022-06-29T00:00:00,Jun 2022,4,97,150,networking
Cisco Data Center Fundamentals,210602564,65.32422795,Somit Maloo,Pearson Education,2022,,,Get ready to configure and operate modern data centers—and move up to high-value CCNP Data Center (DC) certification Cisco Data Center Fundamentals is the complete guide for network engineers and other professionals who need a solid understanding of modern data center technologies. Especially useful for those preparing for the Cisco...,True,2022-09-29T00:00:00,Sep 2022,2,97,150,networking
Novell ZENworks for Servers 3 Administrator's Handbook,226988,48.98976795,Brad Dayley,Pearson Education,2003,,,,True,2003-04-10T00:00:00,Apr 2003,1,97,150,networking
Storage Networking Protocol Fundamentals,267355,72.13025295,James Long,Pearson Education,2006,,,"A comparative analysis of Ethernet, TCP/IP, and Fibre Channel in the context of SCSI Introduces network administrators to the requirements of storage protocols Explains the operation of network protocols to storage administrators Compares and contrasts the functionality of Ethernet, TCP/IP, and Fibre Channel Documents the...",True,2006-05-18T00:00:00,May 2006,1,97,150,networking
High Availability Network Fundamentals,267381,59.87940795,Chris Oggerino,Pearson Education,2001,,,A practical guide to modeling and designing reliable networks Provides a detailed introduction to modeling availability necessary for network design Helps network designers understand the theoretical availability of their topologies ...,True,2001-05-08T00:00:00,May 2001,1,97,150,networking
MPLS and Next-Generation Networks,289727,43.54494795,Azhar Sayeed,Pearson Education,2006,Foundations for NGN and Enterprise Virtualization,,Understand the business case for deploying MPLS-based services and solutions Provides network managers and architects a precise MPLS primer Defines MPLS service problems and their associated solutions Includes ROI models for MPLS-based...,True,2006-11-06T00:00:00,Nov 2006,2,97,150,networking
Internet Routing Architectures,293227,78.93627795,Sam Halabi,Pearson Education,2000,, (2nd ed.),"The industry's leading resource for Internet routing solutions and scenarios Explore the functions, attributes, and applications of BGP-4, the de facto interdomain routing protocol, through practical scenarios and configuration examples ...",True,2000-08-23T00:00:00,Aug 2000,1,97,150,networking
"MPLS and VPN Architectures, Volume II",293228,81.65868795,Ivan Pepelnjak,Pearson Education,2003,,,"Master the latest MPLS VPN solutions to design, deploy, and troubleshoot advanced or large-scale networks With MPLS and VPN Architectures, Volume II, you'll learn: How to integrate various remote access technologies into the backbone providing VPN service to many different types of customers The new PE-CE routing options as well...",True,2003-06-06T00:00:00,Jun 2003,3,97,150,networking
Cisco Catalyst QoS,290534,74.85266295,Richard Froom,Pearson Education,2003,Quality of Service in Campus Networks,,"End-to-end QoS deployment techniques for Cisco Catalyst series switches Examine various QoS components, including congestion management, congestion avoidance, shaping, policing/admission control, signaling, link efficiency mechanisms, and...",True,2003-06-06T00:00:00,Jun 2003,3,97,150,networking
Cisco Voice over IP (CVoice) (Authorized Self-Study Guide),292142,72.13025295,Kevin Wallace,Pearson Education,2006,, (2nd ed.),"A new edition of this title is available, ISBN-10: 1587055546 ISBN-13: 9781587055546 &nbsp; &nbsp; Foundation learning for CCVP voice over IP &nbsp; Kevin Wallace, CCIE® No. 7945 &nbsp; Cisco Voice over IP, Second Edition, is a...",True,2006-09-01T00:00:00,Sep 2006,1,97,150,networking
Deploying Cisco Voice over IP Solutions,292655,59.87940795,Jonathan Davidson,Pearson Education,2001,,,"This is the eBook version of the printed book. If the print book includes a CD-ROM, this content is not included within the eBook version. Learn real-world voice-over-IP deployment solutions and strategies from the Cisco experts Deploying Cisco...",True,2001-11-08T00:00:00,Nov 2001,1,97,150,networking
Routing First-Step,292661,54.43458795,William R. Parkhurst,Pearson Education,2004,,,Your first step into the world of routing No routing experience required Includes clear and easily understood explanations Makes learning easy Your first step to understanding routing begins here! Learn routing basics simply and easily ...,True,2004-09-08T00:00:00,Sep 2004,1,97,150,networking
CNE for NetWare 6 Study Guide,361260,108.88278795,"Clarke, David James, IV",Pearson Education,2004,,,"If you are studying for the Novell CNE certification tests 681, 682, 664 or 683, you need Novell's CNE Study Guide for NetWare 6. It is the official Novell study guide and is the most effective tool to turn the passing rate in your favor. Loaded with illustrations, screen shots and hands-on exercises, it also includes sample test...",True,2004-09-27T00:00:00,Sep 2004,1,97,150,networking
Layer 2 VPN Architectures,726337,81.65868795,Wei Luo,Pearson Education,2004,,,"A complete guide to understanding, designing, and deploying Layer 2 VPN technologies and pseudowire emulation applications Evaluate market drivers for Layer 2 VPNs Understand the architectural frame-work and choices for Layer 2 VPNs, including AToM and L2TPv3 Grasp the essentials of Layer 2 LAN and WAN technologies Examine the...",True,2004-03-10T00:00:00,Mar 2004,4,97,150,networking
Network Maintenance and Troubleshooting Guide,726518,43.54494795,Neal Allen,Pearson Education,2009,Field Tested Solutions for Everyday Problems, (2nd ed.),"Network Maintenance and Troubleshooting Guide Field-Tested Solutions for Everyday Problems, Second Edition Neal Allen &nbsp; The 100% practical, real-world guide to anticipating, finding, and solving network problems—fast! &nbsp; Real-life networks don’t always behave “by the book.” Troubleshooting them requires practical intuition...",True,2009-10-08T00:00:00,Oct 2009,1,97,150,networking
"C++ Network Programming, Volume 2",726585,72.13025295,Douglas Schmidt,Pearson Education,2002,Systematic Reuse with ACE and Frameworks,,Do you need to develop flexible software that can be customized quickly? Do you need to add the power and efficiency of frameworks to your software? The ADAPTIVE Communication Environment (ACE) is an open-source toolkit for building high-performance networked applications and next-generation middleware. ACE's power and flexibility...,True,2002-10-29T00:00:00,Oct 2002,2,97,150,networking
Enterprise Web 2.0 Fundamentals,726636,43.54494795,Krishna Sankar,Pearson Education,2009,,,,True,2009-04-17T00:00:00,Apr 2009,2,97,150,networking
Cisco TelePresence Fundamentals,726638,65.32422795,Tim Szigeti,Pearson Education,2009,,,"Cisco TelePresence™ Systems (CTS) create live, face-to-face meeting experiences, providing a breakthrough virtual conferencing and collaboration experience that transcends anything previously achievable by videoconferencing. Although the business case for deploying CTS is compelling, implementing it requires advanced knowledge of the...",True,2009-05-08T00:00:00,May 2009,4,97,150,networking
SIP Trunking,726644,74.85266295,Christina Hattingh,Pearson Education,2010,,,"The first complete guide to planning, evaluating, and implementing high-value SIP trunking solutions &nbsp; Most large enterprises have switched to IP telephony, and service provider backbone networks have largely converted to VoIP transport. But there’s a key missing link: most businesses still connect to their service providers via...",True,2010-02-04T00:00:00,Feb 2010,3,97,150,networking
Essential LINQ,726468,48.98976795,Charlie Calvert,Pearson Education,2009,,,"“Charlie and Dinesh bring important skills to this project that enable them to show how LINQ works and the practical ways you can use it in your daily development process.” From the Foreword by Anders Hejlsberg &nbsp; LINQ is one of Microsoft’s most exciting, powerful new development technologies. Essential LINQ is the first LINQ book...",True,2009-03-02T00:00:00,Mar 2009,2,97,150,networking
Concurrent Programming on Windows,726469,72.13025295,Joe Duffy,Pearson Education,2008,,,"“When you begin using multi-threading throughout an application, the importance of clean architecture and design is critical. . . . This places an emphasis on understanding not only the platform’s capabilities but also emerging best practices. Joe does a great job interspersing best practices alongside theory throughout his book.” –...",True,2008-10-28T00:00:00,Oct 2008,1,97,150,networking
EIGRP for IP,726483,21.76566795,Alvaro Retana,Pearson Education,2000,Basic Operation and Configuration,,"The Enhanced Interior Gateway Protocol (EIGRP) from Cisco Systems is one of the most widely used intra-domain routing protocols in todayis corporate networks. Although EIGRP is easily configured, the inner workings are generally not well understood. The result: nonoptimized networks that lead to chronic and costly problems requiring...",True,2000-05-31T00:00:00,May 2000,3,97,150,networking
"C++ Network Programming, Volume I",726487,65.32422795,Douglas Schmidt,Pearson Education,2001,Mastering Complexity with ACE and Patterns,,"As networks, devices, and systems continue to evolve, software engineers face the unique challenge of creating reliable distributed applications within frequently changing environments. C++ Network Programming, Volume 1, provides practical solutions for developing and optimizing complex distributed systems using the ADAPTIVE...",True,2001-12-10T00:00:00,Dec 2001,2,97,150,networking
Programming .NET Compact Framework 3.5,726515,72.13025295,Paul Yao,Pearson Education,2009,, (2nd ed.),"If you're interested in developing for this burgeoning platform, there is no one better able to get you up-to-speed.”",True,2009-09-09T00:00:00,Sep 2009,2,97,150,networking
TcL Scripting for Cisco IOS,726645,74.85266295,Raymond Blair,Pearson Education,2010,, (2nd ed.),"A guide to building and modifying Tcl scripts to automate network administration tasks &nbsp; Streamline Cisco network administration and save time with Tcl scripting &nbsp; Cisco networking professionals are under relentless pressure to accomplish more, faster, and with fewer resources. The best way to meet this challenge is to...",True,2010-06-09T00:00:00,Jun 2010,3,97,150,networking
Interconnecting Data Centers Using VPLS (Ensure Business Continuance on Virtualized Networks by Implementing Layer 2 Connectivity Across Layer 3),726646,72.13025295,Nash Darukhanawalla,Pearson Education,2009,,,"&nbsp; As data centers grow in size and complexity, enterprises are adopting server virtualization technologies such as VMware, VMotion, NIC teaming, and server clustering to achieve increased efficiency of resources and to ensure business resilience. However, these technologies often involve significant expense and challenges to deal...",True,2009-06-05T00:00:00,Jun 2009,2,97,150,networking
IP Telephony Using CallManager Express Lab Portfolio,726647,61.24061295,Cheryl A. Schmidt,Pearson Education,2006,,,"IP Telephony Using CallManager Express Lab Portfolio provides a hands-on approach to learning the basic principles of voice over IP (VoIP) to build a voice-enabled network for the small to medium-sized business. &nbsp; As you work through the 51 labs in the book, you learn how to deploy a basic phone system using a CallManager...",True,2006-12-22T00:00:00,Dec 2006,2,97,150,networking
Cisco Router Configuration Handbook,726664,68.04663795,David Hucaby,Pearson Education,2010,, (2nd ed.),"Fast answers and reliable solutions for all widely-used Cisco router features - all in one time-saving guide Organized for maximum efficiency: describes actual commands and options in the sequence they should be used Helps network pros eliminate time-consuming documentation searches Extensive updates: IPv6, MPLS, AutoQoS, SIP,...",True,2010-06-30T00:00:00,Jun 2010,3,97,150,networking
I/O Consolidation in the Data Center,726665,51.71217795,Silvano Gai,Pearson Education,2009,,,"Using Fibre Channel over Ethernet (FCoE) and related technologies, data centers can consolidate data traffic onto a single network switch, simplifying their environments, promoting virtualization, and substantially reducing power and cooling costs. This emerging technology is drawing immense excitement, but few enterprise IT...",True,2009-09-08T00:00:00,Sep 2009,2,97,150,networking
Configuring Cisco Unified Communications Manager and Unity Connection,726675,74.85266295,David J. Bateman,Pearson Education,2011,A Step-by-Step Guide, (2nd ed.),"The definitive, up-to-date guide to planning, configuring, and administering Cisco call processing and voice messaging. This book brings together all the hands-on knowledge you need to successfully configure and administer Cisco’s flagship IP voice systems, including Cisco Unified Communications Manager (CUCM), Unity, and Unity...",True,2011-04-12T00:00:00,Apr 2011,1,97,150,networking
"ACE Programmer's Guide, The",767107,74.85266295,Stephen D. Huston,Pearson Education,2003,"Practical Design Patterns for Network and Systems Programming, Portable Documents",,"The ADAPTIVE Communication Environment (ACE) is an open-source software toolkit created to solve network programming challenges. Written in C++, with the help of 30 core developers and 1,700 contributors, this portable middleware has evolved to encapsulate and augment a wide range of native OS capabilities essential to support...",True,2003-11-14T00:00:00,Nov 2003,3,97,150,networking
Cisco Unified Customer Voice Portal,1436060,74.85266295,Rue Green,Pearson Education,2011,Building Unified Contact Centers,,"Cisco Unified Customer Voice Portal Building Unified Contact Centers &nbsp; Rue Green, CCIE® No. 9269 &nbsp; The definitive guide to deploying Cisco Unified Customer Voice Portal IVRs in any contact center environment &nbsp; Thousands of companies are replacing legacy ACD/TDM-based contact centers with pure IP-based unified contact...",True,2011-12-09T00:00:00,Dec 2011,1,97,150,networking
Securing Cisco IP Telephony Networks,1436065,78.93627795,Akhil Behl,Pearson Education,2012,,,"The real-world guide to securing Cisco-based IP telephony applications, devices, and networks Cisco IP telephony leverages converged networks to dramatically reduce TCO and improve ROI. However, its critical importance to business communications and deep integration with enterprise IP networks make it susceptible to attacks that...",True,2012-08-31T00:00:00,Aug 2012,1,97,150,networking
Automating vSphere with VMware vCenter Orchestrator,1436089,48.98976795,Cody Bunch,Pearson Education,2012,,,"Unleash the Power of vCenter Orchestrator to Automate Tasks and Improve Efficiency &nbsp; Today, VMware administrators are responsible for far more infrastructure, servers, and services than ever before. To succeed, they must take full advantage of opportunities to automate and orchestrate their vSphere environments. In Automating...",True,2012-02-22T00:00:00,Feb 2012,1,97,150,networking
NX-OS and Cisco Nexus Switching,1436102,74.85266295,Ron Fuller,Pearson Education,2013,Next-Generation Data Center Architectures, (2nd ed.),"The complete guide to planning, configuring, managing, and troubleshooting NX-OS in the enterprise–updated with new technologies and examples. Using Cisco Nexus switches and the NX-OS operating system, data center professionals can build unified core networks that deliver unprecedented scalability, resilience, operational continuity,...",True,2013-03-02T00:00:00,Mar 2013,3,97,150,networking
VMware vSphere 5® Building a Virtual Datacenter,1436174,48.98976795,Eric Maille,Pearson Education,2012,,,"Every year, datacenter managers must deliver more services faster, with greater flexibility. They must efficiently handle soaring amounts of data, and unprecedented levels of complexity. And they must do all this with lower budgets and fewer resources. Datacenter virtualization with VMware’s vSphere® 5 is the best way to achieve these...",True,2012-08-06T00:00:00,Aug 2012,2,97,150,networking
Visual Studio Team Foundation Server 2012,1436234,48.98976795,Sam Guckenheimer,Pearson Education,2012,Adopting Agile Software Practices: From Backlog to Continuous Feedback, (3rd ed.),Use Visual Studio® Team Foundation Server 2012 and&nbsp;Agile Methods to Deliver Higher Value Software Faster &nbsp; This is the definitive guide to applying agile development and modern software engineering&nbsp;practices with Visual Studio Team Foundation Server 2012—Microsoft’s complementary&nbsp;Application Lifecycle Management...,True,2012-09-11T00:00:00,Sep 2012,2,97,150,networking
"Fax, Modem, and Text for IP Telephony",1436349,59.87940795,David Hanes,Pearson Education,2008,,,"IP Telephony has revolutionized many aspects of telecommunications and it continues to be deployed at a rapid pace. The benefits of transporting voice over an IP infrastructure include increased flexibility, better scalability, and a significant...",True,2008-06-06T00:00:00,Jun 2008,2,97,150,networking
EIGRP Network Design Solutions,1436352,59.87940795,Ivan Pepelnjak,Pearson Education,1999,,,"Ideal for professionals who are designing, implementing or troubleshooting enterprise, dial-up, or service provider networks with EIGRP. Learn from troubleshooting and design scenarios based on real-world experience Use all protocol families...",True,1999-10-25T00:00:00,Oct 1999,1,97,150,networking
Networking Essentials,1436363,81.65868795,Jeffrey S. Beasley,Pearson Education,2012,, (3rd ed.),"Thoroughly updated to reflect CompTIA’s Network+ N10-005 exam, Networking Essentials, Third Edition, is a practical, up-to-date, and hands-on guide to the basics of networking. Written from the viewpoint of a working network administrator, it requires absolutely no experience with either network concepts or day-to-day network...",True,2012-03-01T00:00:00,Mar 2012,2,97,150,networking
Programming Microsoft LINQ in .NET Framework 4,1663573,54.43458795,Marco Russo,Pearson Education,2010,,,"Dig into LINQ -- and transform the way you work with data. With LINQ, you can query data from a variety of sources -- including databases, objects, and XML files -- directly from Microsoft Visual Basic or C#. Guided by data-access experts who've worked in depth with LINQ and the Microsoft development teams, you'll learn how .NET...",True,2010-11-23T00:00:00,Nov 2010,2,97,150,networking
Network Your Computer & Devices Step by Step,1663660,32.65530795,Ciprian Rusen,Pearson Education,2010,,,"Teach yourself how to use the networking features in Windows 7 to connect your home computers, even if they use different operating systems. With Step by Step, you set the pace -- building and practicing the skills you need, just when you need them! Network your Windows 7-based PCs and set up security Add a Mac or Linux-based...",True,2010-12-23T00:00:00,Dec 2010,1,97,150,networking
iSCSI,1925604,65.32422795,John L. Hufferd,Pearson Education,2015,The Universal Storage Connection,,"iSCSI: The Universal Storage Connection is an informative overview and in-depth guide to the emerging iSCSI standard, the technology that enables data storage, access, and management over networks, intranets, and the Internet. The iSCSI protocol reduces the total cost of ownership of shared storage solutions and enables an organization...",True,2015-01-09T00:00:00,Jan 2015,1,97,150,networking
QoS for IP/MPLS Networks,2071409,74.85266295,Santiago Alvarez,Pearson Education,2006,,,"A comprehensive guide to implementing QoS in IP/MPLS networks using Cisco IOS and Cisco IOS XR Software Understand IP QoS architectures and how they apply to MPLS Take a detailed look at traffic management using policing, shaping, scheduling, and active queue management Study Cisco QoS behavioral model and the modular QoS...",True,2006-06-02T00:00:00,Jun 2006,1,97,150,networking
Cisco Intelligent WAN (IWAN),95824399,85.74230295,Brad Edgeworth,Pearson Education,2016,,,"Using Cisco Intelligent WAN (IWAN), businesses can deliver an uncompromised experience, security, and reliability to branch offices over any connection. Cisco IWAN simplifies WAN design, improves network responsiveness, and accelerates deployment of new services. Now, there’s an authoritative single-source guide to Cisco IWAN: all you need to...",True,2016-11-04T00:00:00,Nov 2016,5,97,150,networking
Cisco Next-Generation Security Solutions,95824400,65.32422795,Omar Santos,Pearson Education,2016,"All-in-one Cisco ASA Firepower Services, NGIPS, and AMP",,"Network threats are emerging and changing faster than ever before. Cisco Next-Generation Network Security technologies give you all the visibility and control you need to anticipate and meet tomorrow’s threats, wherever they appear. Now, three Cisco network security experts introduce these products and solutions, and offer expert guidance for...",True,2016-07-06T00:00:00,Jul 2016,3,97,150,networking
Complex Networks,95943975,88.46471295,B. S. Manoj,Pearson Education,2018,A Networking and Signal Processing Perspective,,"Advances in complex networks and graph signal processing have important implications in fields ranging from communications and social networking to big data and biology. In Complex Networks , three pioneering researchers offer balanced, up-to-date coverage that will be ideal for advanced undergraduates, graduate students, researchers, and...",True,2018-01-23T00:00:00,Jan 2018,3,97,150,networking
AWS Certified SysOps Administrator - Associate (SOA-C01) Cert Guide,209898583,59.87940795,Anthony J. Sequeira,Pearson Education,2019,,,"Learn, prepare, and practice for AWS Certified SysOps Administrator Associate (SOA-C01) exam success with this Cert Guide from Pearson IT Certification, a leader in IT Certification learning. Explore the AWS Certified SysOps Administrator Associate (SOA-C01) exam topics as defined in the latest official exam objectives from Amazon Pre-test your...",True,2019-11-26T00:00:00,Nov 2019,1,97,150,networking
Practical Cisco Unified Communications Security,210130499,76.21386795,Brett Hall,Pearson Education,2020,,,"Master the foundations of modern Cisco Unified Communications (UC) system security This guide helps you build foundational knowledge for securing modern Cisco Unified Communications environments that support voice, video, messaging, and meetings, and support different types of real-time collaboration capabilities based on mobile/remote access...",True,2020-12-04T00:00:00,Dec 2020,2,97,150,networking
"Detecting, Troubleshooting, and Preventing Congestion in Storage Networks",210810278,76.21386795,Paresh Gupta,Pearson Education,2024,,,"The complete practical guide to architect storage networks for maximum efficiency, and to quickly troubleshoot congestion issues. Data is the most important entity in a data center. In addition to being stored securely for the long term, data must be accessible to applications with low latency so that high performance can be maintained...",True,2024-02-09T00:00:00,Feb 2024,2,97,150,networking
Automating and Orchestrating Networks with NetDevOps,210840615,65.32422795,Ivo Pinto,Pearson Education,2023,,,"Master a holistic approach to NetDevOps—from concepts to practical implementation This is your comprehensive, holistic, end-to-end practitioner's guide to all things NetDevOps: all you need to use NetDevOps techniques to enhance network agility, productivity, and value. Enterprise networking pioneers Ivo Pinto and Faisal Chaudhry...",True,2023-07-09T00:00:00,Jul 2023,2,97,150,networking
Designing Real-World Multi-domain Networks,211151024,65.32422795,Dhrumil Prajapati,Pearson Education,2024,,,,False,2024-06-13T00:00:00,Jun 2024,3,97,150,networking
Deploying Juniper Data Centers with EVPN VXLAN,211256331,76.21386795,Aninda Chatterjee,Pearson Education,2024,,,,False,2024-05-28T00:00:00,May 2024,1,97,150,networking
Designing Networks and Services for the Cloud,1436064,72.13025295,Huseni Saboowala,Pearson Education,2013,Delivering business-grade cloud applications and services,,"Designing Networks and Services for the Cloud &nbsp; Delivering business-grade cloud applications and services &nbsp; A rapid, easy-to-understand approach to delivering a secure, resilient, easy-to-manage, SLA-driven cloud experience &nbsp; Designing Networks and Services for the Cloud helps you understand the design and architecture...",True,2013-05-06T00:00:00,May 2013,3,97,150,networking
Home Automation Made Easy,1562309,32.65530795,Dennis C Brewer,Pearson Education,2013,"Do It Yourself Know How Using UPB, Insteon, X10 and Z-Wave",,"Absolutely no experience needed! Make your home smarter, safer, and more fun—and save money, too! &nbsp; Home automation is finally practical, useful, and easy! Now, you can control your home exactly the way you want to, without paying monthly fees. This book shows how to do it all yourself, with today’s simpler, more reliable, less...",True,2013-11-08T00:00:00,Nov 2013,1,97,150,networking
LISP Network Deployment and Troubleshooting,209822783,65.32422795,Tarique Shakil,Pearson Education,2019,"The Complete Guide to LISP Implementation on IOS-XE, IOS-XR, and NX-OS",,"The LISP overlay protocol helps organizations provide seamless connectivity to devices and workloads wherever they move, enabling open and highly scalable networks with unprecedented flexibility and agility. LISP Network Deployment and Troubleshooting is the single source for understanding, configuring and troubleshooting LISP on Cisco IOS, IOS...",True,2019-10-25T00:00:00,Oct 2019,3,97,150,networking
Cisco Cloud Infrastructure,210548035,65.32422795,Avinash Shukla,Pearson Education,2023,,,"Manage, operate, and integrate existing infrastructure in hybrid and multicloud environments &nbsp; Hybrid cloud adoption is accelerating, as companies discover that hybrid cloud architectures can reduce hosting costs, improve agility, promote scalability, accelerate deployment, and enhance security. Cisco Cloud Infrastructure is the...",True,2023-02-10T00:00:00,Feb 2023,4,97,150,networking
"Policy Driven Data Center with ACI, The",1911725,74.85266295,Lucien Avramov,Pearson Education,2014,"Architecture, Concepts, and Methodology",,"Using the policy driven data center approach, networking professionals can accelerate and simplify changes to the data center, construction of cloud infrastructure, and delivery of new applications. As you improve data center flexibility, agility, and portability, you can deliver far more business value, far more rapidly. In this guide, Cisco...",True,2014-12-17T00:00:00,Dec 2014,2,97,150,networking
Segment Routing for Service Providers and Enterprise Networks,211256330,76.21386795,Leonir Hoxha,Pearson Education,2024,,,,False,2024-08-26T00:00:00,Aug 2024,5,97,150,networking
Computer Organisation and Architecture,210397465,93.15,B.S. Chalk,Bloomsbury Publishing,2017,An Introduction, (2nd ed.),"This book describes how a computer works and explains how the various hardware components are organized and interconnected to provide a platform upon which programs can be executed. It takes a simple, step-by-step approach suitable for first year undergraduates coming to the subject for the first time. The second edition of this book has been...",True,2017-03-14T00:00:00,Mar 2017,3,97,150,networking
Fundamentals of Computer Architecture,210394180,112.95,Mark Burrell,Bloomsbury Publishing,2017,,,"Written for students taking their first course in computer systems architecture, this is an introductory textbook that meets syllabus requirements in a simple manner without being a weighty tome. The project is based around the simulation of a typical simple microprocessor so that students gain an understanding of the fundamental concepts of...",True,2017-03-14T00:00:00,Mar 2017,1,97,150,networking
Fieldbus and Networking in Process Automation,210230941,77.13661472,Sunit Kumar Sen,CRC Press,2021,, (2nd ed.),"This new edition provides a broad spectrum of different fieldbus protocols. Ethernet based fieldbuses, viz., EtherNet/IP, EtherCAT, Ethernet Powerlink, SERCOS III and Profinet IRT, have been included for discussion in the revised version. Common Industrial Protocol (CIP) and wireless sensor networks and fieldbuses have also been included.",True,2021-04-28T00:00:00,Apr 2021,1,97,150,networking
Digital Twin,210810396,83.99472672,Ranjan Ganguli,CRC Press,2023,A Dynamic System and Computing Perspective,,"This book introduces the computing, mathematical and engineering background to understand and develop the concept of the digital twin. It provides background in modeling/simulation, computing technology, sensor/actuators, and so forth, needed to develop the next generation of digital twins.",True,2023-04-17T00:00:00,Apr 2023,4,97,150,networking
Wireless and Mobile Networking,210574733,83.99472672,Mahbub Hassan,CRC Press,2022,,,"The book explains fundamental principles and protocols of key existing and emerging wireless networking technologies. It includes an overview of the basic theories of wireless signals followed by detailed coverage of the evolution and latest developments of popular wireless networks, including WiFi, Bluetooth, LoRa, and 5G.",True,2022-08-01T00:00:00,Aug 2022,1,97,150,networking
Wireless Communication,210593677,83.99472672,Prashant Ranjan,CRC Press,2022,Advancements and Challenges,,"The reference text covers advanced wireless communication technologies and challenges in a comprehensive manner. It will be an ideal reference text for senior undergraduate, graduate students, and professional in the fields of electrical engineering, and electronics and communication engineering.",True,2022-08-10T00:00:00,Aug 2022,4,97,150,networking
Multi-Operating System Networking,243243,77.13661472,Raj Rajagopal,CRC Press,1999,"Living with UNIX, NetWare, and NT",,"Here is all the practical, hands-on information you need to build, manage and maintain a heterogeneous computing environment with hardware, software, and network equipment from a number of different vendors. Packed with real-world case studies and proven techniques for integrating disparate platforms, operating systems and servers, Multi-Operating",True,1999-11-08T00:00:00,Jan 1999,1,97,150,networking
Advanced Server Virtualization,262087,71.99303072,David Marshall,CRC Press,2006,VMware and Microsoft Platforms in the Virtual Data Center,,"Presenting practical guidelines and examples, Advanced Server Virtualization emphasizes design, implementation, and management from both a technical and consultative point of view. It features step-by-step guidelines for planning, deployment, installing, configuring, and creating virtual servers.",True,2006-05-17T00:00:00,May 2006,3,97,150,networking
Advanced Router Architectures,262086,83.99472672,Axel K. Kloth,CRC Press,2018,,,"Routers, switches, and transmission equipment form the backbone of the Internet, yet many users and service technicians do not understand how these nodes really work. Advanced Router Architectures addresses how components of advanced routers work together and how they are integrated with each other. This book provides the background behind why...",True,2018-10-03T00:00:00,Oct 2018,1,97,150,networking
Cable Engineering for Local Area Networks,262262,83.99472672,Barry J. Elliott,CRC Press,2018,,,"A guide to the design, procurement, installation and testing procedures for local area networks (LANs) using copper and optical fibre cable technology. It describes the theory as well as practical issues involved in the complexities of today's office-based LANs. It also compares international, European, and US LAN and premises cabling standards.",True,2018-10-08T00:00:00,Oct 2018,1,97,150,networking
Data and Computer Communications,263089,71.99303072,Gurdeep S. Hura,CRC Press,2001,Networking and Internetworking,,"This systematic work offers a practical, thorough treatment of the applied concepts of data and computer communication systems, including signaling basics, transmission of digital signals, layered architecture, and standards and protocols for networking and internetworking. It addresses all seven layers of OSI-based networks, covering services,...",True,2001-03-28T00:00:00,Mar 2001,2,97,150,networking
Disruptive Security Technologies with Mobile Code and Peer-to-Peer Networks,263134,71.99303072,R.R. Brooks,CRC Press,2004,,,"The traditional fortress mentality of system security has proven ineffective to attacks by disruptive technologies. This is due largely to their reactive nature. Disruptive security technologies, on the other hand, are proactive in their approach to attacks. They allow systems to adapt to incoming threats, removing many of the vulnerabilities explo",True,2004-11-29T00:00:00,Nov 2004,1,97,150,networking
Securing Converged IP Networks,264402,71.99303072,Tyson Macaulay,CRC Press,2006,,,"Internet Protocol (IP) networks increasingly mix traditional data assets with traffic related to voice, entertainment, industrial process controls, metering, and more. Due to this convergence of content, IP networks are emerging as extremely vital infrastructure components, requiring greater awareness and better security and management. Off",True,2006-05-30T00:00:00,May 2006,1,97,150,networking
Wireless Security Handbook,264749,71.99303072,Aaron E. Earle,CRC Press,2005,,,"The Wireless Security Handbook provides a well-rounded overview of wireless network security. It examines wireless from multiple perspectives, including those of an auditor, security architect, and hacker. This wide scope benefits anyone who has to administer, secure, hack, or conduct business on a wireless network. This text tackles wirele",True,2005-12-16T00:00:00,Dec 2005,1,97,150,networking
Information Networking in Asia,263668,291.46976,Hiroaki Higaki,CRC Press,2014,,,"This volume comprises a collection of papers from the 12th international conference on information networking. (ICOIN-12) held in Tokyo 1998. Technical papers on communication networks and distributed systems were presented, along side internet-based electronic commerce network systems, academic research papers, e.g. high-speed communication ATM.",True,2014-04-21T00:00:00,Apr 2014,3,97,150,networking
Computer Telephony Integration,305938,71.99303072,William A. Yarberry Jr.,CRC Press,2002,, (2nd ed.),"Since the publication of the first edition, the CTI world has changed significantly. Where it was once focused on the integration of voice systems with computers, the focus is now on IP-based voice, or converged networks and services. Today, the telcos are upgrading their systems from circuit-switched to IP-based packet-switched networks. Companies",True,2002-12-17T00:00:00,Dec 2002,1,97,150,networking
