Title,id,price,author,publisher,pub_year,s_tile,edition_num,description,availabe,sale_date,short_pub,num_of_author,width,height,cat_verification
Machine Learning with BigQuery ML,210290684,49.99,Alessandro Marrandino,Packt Publishing,2021,"Create, execute, and improve machine learning models in BigQuery using standard SQL queries",,,True,2021-06-11T00:00:00,Jun 2021,1,97,150,AI
Python Artificial Intelligence Projects for Beginners,96324164,27.99,Dr. Joshua Eckroth,Packt Publishing,2018,Get up and running with Artificial Intelligence using 8 smart and exciting AI applications,,,True,2018-07-31T00:00:00,Jul 2018,1,97,150,AI
Coding with AI For Dummies,211240014,35.99,Chris Minnick,Wiley,2024,,,"Boost your coding output and accuracy with artificial intelligence tools Coding with AI For Dummies introduces you to the many ways that artificial intelligence can make your life as a coder easier. Even if you’re brand new to using AI, this book will show you around the new tools that can produce, examine, and fix code for you. With...",True,2024-02-23T00:00:00,Feb 2024,1,97,150,AI
Handbook of Machine and Computer Vision,95559062,347.95,Alexander Hornberg,Wiley,2017,The Guide for Developers and Users, (2nd ed.),"The second edition of this accepted reference work has been updated to reflect the rapid developments in the field and now covers both 2D and 3D imaging. Written by expert practitioners from leading companies operating in machine vision,...",True,2017-03-06T00:00:00,Mar 2017,1,97,150,AI
Artificial Intelligence,96193153,54.84775072,Rainer Born,Taylor and Francis,2018,The Case Against,,"The purpose of this book, originally published in 1987, was to contribute to the advance of artificial intelligence (AI) by clarifying and removing the major sources of philosophical confusion at the time which continued to preoccupy scientists and thereby impede research. Unlike the vast majority of philosophical critiques of AI, however, each...",True,2018-05-15T00:00:00,May 2018,1,97,150,AI
Generative Artificial Intelligence,211204140,14.95964295,Jerry Kaplan,Oxford University Press,2024,What Everyone Needs to Know?,,Generative Artificial Intelligence: What Everyone Needs to Know ? equips readers with the knowledge to answer pressing questions about the impact of generative artificial intelligence on every facet of society.,True,2024-02-05T00:00:00,Feb 2024,1,97,150,AI
Building Data Science Applications with FastAPI.,211011100,50.99,François Voron,Packt Publishing,2023,"Develop, manage, and deploy efficient machine learning applications with Python",,,True,2023-07-31T00:00:00,Jul 2023,1,97,150,AI
The Handbook of NLP with Gensim,211131382,50.99,Chris Kuo,Packt Publishing,2023,"Leverage topic modeling to uncover hidden patterns, themes, and valuable insights within textual data",,,True,2023-10-27T00:00:00,Oct 2023,1,97,150,AI
Machine Learning For Dummies,211222290,43.99,John Paul Mueller,Packt Publishing,2016,Your no-nonsense guide to making sense of machine learning,,,True,2016-05-31T00:00:00,May 2016,2,97,150,AI
The Definitive Guide to Google Vertex AI,211178211,50.99,Jasmeet Bhatia,Packt Publishing,2023,Accelerate your machine learning journey with Google Cloud Vertex AI and MLOps best practices,,,True,2023-12-29T00:00:00,Dec 2023,2,97,150,AI
"AI Approaches to the Complexity of Legal Systems - Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents",2448471,73.51399426,Monica Palmirani,Springer Berlin Heidelberg,2012,"International Workshop AICOL-III, Held as Part of the 25th IVR Congress, Frankfurt am Main, Germany, August 15-16, 2011. Revised Selected Papers",,"The inspiring idea of this workshop series, Artificial Intelligence Approaches to the Complexity of Legal Systems (AICOL), is to develop models of legal knowledge concerning organization, structure, and content in order to promote mutual...",True,2012-11-28T00:00:00,Nov 2012,4,97,150,AI
Probabilistic Graphical Models,210113902,174.99,Daphne Koller,MIT Press,2009,Principles and Techniques,,"A general framework for constructing and using probabilistic models of complex systems that would enable a computer to use available information for making decisions.Most tasks require a person or an automated system to reason&#8212;to reach conclusions based on available information. The framework of probabilistic graphical models,...",True,2009-07-31T00:00:00,Jul 2009,2,97,150,AI
Artificial Intelligence Basics,211118228,57.10254975,N. Gupta,Mercury Learning and Information,2020,A Self-Teaching Introduction,,"Designed as a self-teaching introduction to the fundamental concepts of artificial intelligence, the book begins with its history, the Turing test, and early applications. Later chapters cover the basics of searching, game playing, and knowledge...",True,2020-02-18T00:00:00,Feb 2020,2,97,150,AI
Learning PyTorch 2.0,210902867,39.99,Matthew Rosch,GitforGits,2023,Experiment deep learning from basics to complex models using every potential capability of Pythonic PyTorch,,"This book is a comprehensive guide to understanding and utilizing PyTorch 2.0 for deep learning applications. It starts with an introduction to PyTorch, its various advantages over other deep learning frameworks, and its blend with CUDA for GPU acceleration. We delve into the heart of PyTorch - tensors, learning their different types,...",True,2023-07-01T00:00:00,Jul 2023,1,97,150,AI
Deep Learning from Scratch,209782396,71.99,Seth Weidman,O'Reilly Media,2019,Building with Python from First Principles,,"With the resurgence of neural networks in the 2010s, deep learning has become essential for machine learning practitioners and even many software engineers. This book provides a comprehensive introduction for data scientists and software engineers with machine learning experience. You’ll start with deep learning basics and move quickly to the...",True,2019-09-09T00:00:00,Sep 2019,1,97,150,AI
Practical Natural Language Processing,210057868,84.99,Sowmya Vajjala,O'Reilly Media,2020,A Comprehensive Guide to Building Real-World NLP Systems,,"Many books and courses tackle natural language processing (NLP) problems with toy use cases and well-defined datasets. But if you want to build, iterate, and scale NLP systems in a business setting and tailor them for particular industry verticals, this is your guide. Software engineers and data scientists will learn how to navigate the maze of...",True,2020-06-17T00:00:00,Jun 2020,4,97,150,AI
Practical Time Series Analysis,209787852,84.99,Aileen Nielsen,O'Reilly Media,2019,Prediction with Statistics and Machine Learning,,"Time series data analysis is increasingly important due to the massive production of such data through the internet of things, the digitalization of healthcare, and the rise of smart cities. As continuous monitoring and data collection become more common, the need for competent time series analysis with both statistical and machine learning...",True,2019-09-20T00:00:00,Sep 2019,1,97,150,AI
Reinforcement Learning,210158660,71.99,Phil Winder Ph. D.,O'Reilly Media,2020,,,"Reinforcement learning (RL) will deliver one of the biggest breakthroughs in AI over the next decade, enabling algorithms to learn from their environment to achieve arbitrary goals. This exciting development avoids constraints found in traditional machine learning (ML) algorithms. This practical book shows data science and AI professionals how...",True,2020-11-09T00:00:00,Nov 2020,1,97,150,AI
Natural Language Processing with PyTorch,209589529,106.99,Delip Rao,O'Reilly Media,2019,Build Intelligent Language Applications Using Deep Learning,,"Natural Language Processing (NLP) provides boundless opportunities for solving problems in artificial intelligence, making products such as Amazon Alexa and Google Translate possible. If you’re a developer or data scientist new to NLP and deep learning, this practical guide shows you how to apply these methods using PyTorch, a Python-based deep...",True,2019-01-17T00:00:00,Jan 2019,2,97,150,AI
The Practitioner's Guide to Graph Data,209984111,84.99,Denise Gosnell,O'Reilly Media,2020,Applying Graph Thinking and Graph Technologies to Solve Complex Problems,,"Graph data closes the gap between the way humans and computers view the world. While computers rely on static rows and columns of data, people navigate and reason about life through relationships. This practical guide demonstrates how graph data brings these two approaches together. By working with concepts from graph theory, database schema,...",True,2020-03-20T00:00:00,Mar 2020,2,97,150,AI
Transformers for Natural Language Processing,210519972,60.99,Denis Rothman,Packt Publishing,2022,"Build, train, and fine-tune deep neural network architectures for NLP with Python, Hugging Face, and OpenAI's GPT-3, ChatGPT, and GPT-4",,,True,2022-03-25T00:00:00,Mar 2022,2,97,150,AI
Superintelligence,1743975,14.95964295,Nick Bostrom,OUP Oxford,2014,"Paths, Dangers, Strategies",,"This seminal book injects the topic of superintelligence into the academic and popular mainstream. What happens when machines surpass humans in general intelligence? Will artificial agents save or destroy us? In a tour de force of analytic thinking, Bostrom lays a foundation for understanding the future of humanity and intelligent life.",True,2014-07-02T00:00:00,Jul 2014,1,97,150,AI
The Science of Deep Learning,210631212,68.50802995,Iddo Drori,Cambridge University Press,2022,,,"Up-to-date guide to deep learning with unique content, rigorous math, unified notation, comprehensive algorithms, and high-quality figures.",True,2022-08-18T00:00:00,Aug 2022,1,97,150,AI
Machine Learning with PyTorch and Scikit-Learn,210468178,52.99,Sebastian Raschka,Packt Publishing,2022,Develop machine learning and deep learning models with Python,,,True,2022-02-25T00:00:00,Feb 2022,4,97,150,AI
Semantic Web for the Working Ontologist,210098905,60.48,James Hendler,Association for Computing Machinery and Morgan & Claypool Publishers,2020,"Effective Modeling for Linked Data, RDFS, and OWL", (3rd ed.),"Enterprises have made amazing advances by taking advantage of data about their business to provide predictions and understanding of their customers, markets, and products. But as the world of business becomes more interconnected and global, enterprise data is no long a monolith; it is just a part of a vast web of data. Managing data on a...",True,2020-08-03T00:00:00,Aug 2020,3,97,150,AI
Designing Autonomous AI,210584187,71.99,Kence Anderson,O'Reilly Media,2022,,,"Early rules-based artificial intelligence demonstrated intriguing decision-making capabilities but lacked perception and didn't learn. AI today, primed with machine learning perception and deep reinforcement learning capabilities, can perform superhuman decision-making for specific tasks. This book shows you how to combine the practicality of...",True,2022-06-13T00:00:00,Jun 2022,1,97,150,AI
Deep Learning,210098554,129.99,Ian Goodfellow,MIT Press,2016,,,"An introduction to a broad range of topics in deep learning, covering mathematical and conceptual background, deep learning techniques used in industry, and research perspectives.&#8220;Written by three experts in the field, Deep Learning is the only comprehensive book on the subject.&#8221;&#8212;Elon Musk, cochair of OpenAI;...",True,2016-11-10T00:00:00,Nov 2016,3,97,150,AI
A Brief History of Artificial Intelligence,210015547,16.99,Michael Wooldridge,Flatiron Books,2021,"What It Is, Where We Are, and Where We Are Going",,"From Oxford's leading AI researcher comes a fun and accessible tour through the history and future of one of the most cutting edge and misunderstood field in science: Artificial Intelligence The somewhat ill-defined long-term aim of AI is to build machines that are conscious, self-aware, and sentient; machines capable of the kind of intelligent...",True,2021-01-19T00:00:00,Jan 2021,1,97,150,AI
Artificial Intelligence: A Very Short Introduction,96325155,10.87602795,Margaret A. Boden,OUP Oxford,2018,,,"This concise guide explains the history, theory, potential, application, and limitations of Artificial Intelligence. Boden shows how research into AI has shed light on the working of human and animal minds, and she considers the philosophical challenges AI raises: could programs ever be really intelligent, creative or even conscious?",True,2018-08-13T00:00:00,Aug 2018,1,97,150,AI
A First Course in Statistical Programming with R,210269552,53.9867759,W. John Braun,Cambridge University Press,2021,, (3rd ed.),Get started computing with data. Learn general principles while learning R - now including the tidyverse.,True,2021-05-20T00:00:00,May 2021,2,97,150,AI
Artificial Intelligence,95842322,92.6982925,David L. Poole,Cambridge University Press,2017,Foundations of Computational Agents, (2nd ed.),"Artificial Intelligence presents a practical guide to AI, including agents, machine learning and problem-solving simple and complex domains.",True,2017-09-25T00:00:00,Sep 2017,2,97,150,AI
"Practical Deep Learning for Cloud, Mobile, and Edge",209815944,96.99,Anirudh Koul,O'Reilly Media,2019,"Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",,"Whether you’re a software engineer aspiring to enter the world of deep learning, a veteran data scientist, or a hobbyist with a simple dream of making the next viral AI app, you might have wondered where to begin. This step-by-step guide teaches you how to build practical deep learning applications for the cloud, mobile, browsers, and edge...",True,2019-10-14T00:00:00,Oct 2019,3,97,150,AI
Python Machine Learning,209909379,55.99,Sebastian Raschka,Packt Publishing,2019,"Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2",,,True,2019-12-12T00:00:00,Dec 2019,2,97,150,AI
Applied Natural Language Processing in the Enterprise,210287049,92.99,Ankur A. Patel,O'Reilly Media,2021,,,"NLP has exploded in popularity over the last few years. But while Google, Facebook, OpenAI, and others continue to release larger language models, many teams still struggle with building NLP applications that live up to the hype. This hands-on guide helps you get up to speed on the latest and most promising trends in NLP. With a basic...",True,2021-05-12T00:00:00,May 2021,2,97,150,AI
Machine Learning Pocket Reference,209770550,32.99,Matt Harrison,O'Reilly Media,2019,Working with Structured Data in Python,,"With detailed notes, tables, and examples, this handy reference will help you navigate the basics of structured machine learning. Author Matt Harrison delivers a valuable guide that you can use for additional support during training and as a convenient resource when you dive into your next machine learning project. Ideal for programmers, data...",True,2019-08-27T00:00:00,Aug 2019,1,97,150,AI
Deep Learning in Science,210319079,76.5714508,Pierre Baldi,Cambridge University Press,2021,,,"Rigorous treatment of the theory of deep learning from first principles, with applications to beautiful problems in the natural sciences.",True,2021-07-01T00:00:00,Jul 2021,1,97,150,AI
Deep Learning on Graphs,210357685,68.50802995,Yao Ma,Cambridge University Press,2021,,,"A comprehensive text on foundations and techniques of graph neural networks with applications in NLP, data mining, vision and healthcare.",True,2021-09-23T00:00:00,Sep 2021,2,97,150,AI
Hands-On Healthcare Data,210643127,96.99,Andrew Nguyen,O'Reilly Media,2022,,,"Healthcare is the next frontier for data science. Using the latest in machine learning, deep learning, and natural language processing, you'll be able to solve healthcare's most pressing problems: reducing cost of care, ensuring patients get the best treatment, and increasing accessibility for the underserved. But first, you have to learn how to...",True,2022-08-10T00:00:00,Aug 2022,1,97,150,AI
Learning OpenCV 3,95653747,96.99,Adrian Kaehler,O'Reilly Media,2016,Computer Vision in C++ with the OpenCV Library,,"Get started in the rapidly expanding field of computer vision with this practical guide. Written by Adrian Kaehler and Gary Bradski, creator of the open source OpenCV library, this book provides a thorough introduction for developers, academics, roboticists, and hobbyists. You’ll learn what it takes to build applications that enable computers to...",True,2016-12-14T00:00:00,Dec 2016,2,97,150,AI
Artificial Unintelligence,210069001,21.99,Meredith Broussard,MIT Press,2018,How Computers Misunderstand the World,,"A guide to understanding the inner workings and outer limits of technology and why we should never assume that computers always get it right.In Artificial Unintelligence, Meredith Broussard argues that our collective enthusiasm for applying computer technology to every aspect of life has resulted in a tremendous amount of poorly...",True,2018-04-27T00:00:00,Apr 2018,1,97,150,AI
Practical Smoothing,210128124,77.37867995,Paul H.C. Eilers,Cambridge University Press,2021,The Joys of P-splines,,"This user guide presents a popular smoothing tool with practical applications in machine learning, engineering, and statistics.",True,2021-03-18T00:00:00,Mar 2021,2,97,150,AI
A Thousand Brains,210078446,16.99,Jeff Hawkins,Basic Books,2021,A New Theory of Intelligence,,"A bestselling author, neuroscientist, and computer engineer unveils a theory of intelligence that will revolutionize our understanding of the brain and the future of AI. For all of neuroscience&#39;s advances, we&#39;ve made little progress on its biggest question: How do simple cells in the brain create intelligence? Jeff Hawkins and his team...",True,2021-03-02T00:00:00,Mar 2021,2,97,150,AI
Machine Learning Fundamentals,210377125,61.25183825,Hui Jiang,Cambridge University Press,2021,A Concise Introduction,,A coherent introduction to core concepts and deep learning techniques that are critical to academic research and real-world applications.,True,2021-11-25T00:00:00,Nov 2021,1,97,150,AI
Generative AI,210827763,64.58761008,Tom Taulli,Apress,2023,How ChatGPT and Other AI Tools Will Revolutionize Business,,"This book will show how generative technology works and the drivers. It will also look at the applications – showing what various startupsand large companies are doing in the space.&nbsp;There will also be a look at the challenges and risk factors.During the past decade, companies have spent billions on AI.&nbsp; But the focus has been...",True,2023-06-02T00:00:00,Jun 2023,1,97,150,AI
"Intelligence Analysis as Discovery of Evidence, Hypotheses, and Arguments",2654566,85.4421008,Gheorghe Tecuci,Cambridge University Press,2016,Connecting the Dots,,"Using a flexible software system, this book teaches evidential and inferential issues used in drawing conclusions from masses of evidence.",True,2016-08-30T00:00:00,Aug 2016,4,97,150,AI
Algebraic Geometry and Statistical Learning Theory,461052,112.86127995,Sumio Watanabe,Cambridge University Press,2009,,,"Sure to be influential, this book lays the foundations for the use of algebraic geometry in statistical learning theory.",True,2009-08-13T00:00:00,Aug 2009,1,97,150,AI
Sentiment Analysis,210086152,91.89106335,Bing Liu,Cambridge University Press,2020,"Mining Opinions, Sentiments, and Emotions", (2nd ed.),"A comprehensive introduction to computational analysis of sentiments, opinions, emotions, and moods. Now including deep learning methods.",True,2020-10-15T00:00:00,Oct 2020,1,97,150,AI
Artificial Intelligence For Dummies,210402607,43.99,John Paul Mueller,Wiley,2021,, (2nd ed.),"Forget far-away dreams of the future. Artificial intelligence is here now! Every time you use a smart device or some sort of slick technology—be it a smartwatch, smart speaker, security alarm, or...",True,2021-10-20T00:00:00,Oct 2021,2,97,150,AI
Generative AI with LangChain,211174932,50.99,Ben Auffarth,Packt Publishing,2023,"Build large language model (LLM) apps with Python, ChatGPT, and other LLMs",,,True,2023-12-22T00:00:00,Dec 2023,1,97,150,AI
Artificial Intelligence,210335245,80.86686426,Charu C. Aggarwal,Springer International Publishing,2021,A Textbook,,This textbook covers the broader field of artificial intelligence.&nbsp;&nbsp; The chapters for this textbook span within three categories:Deductive reasoning methods:&nbsp;These methods start with pre-defined hypotheses and reason with them in...,True,2021-07-16T00:00:00,Jul 2021,1,97,150,AI
Mastering ChatGPT,210777220,6.99,TJ Books,TeeBooks,2023,"Create Highly Effective Prompts, Strategies, and Best Practices to Go From Novice to Expert",,"Unlock the full potential of ChatGPT with this comprehensive guide. Written for beginners, this book will teach you how to craft effective prompts and use ChatGPT for business, work, and everyday life. Become an early adopter and gain a competitive edge by mastering the innovative technology of ChatGPT. Learn how to use it to automate tasks,...",True,2023-02-20T00:00:00,Feb 2023,1,97,150,AI
Understanding Machine Learning,1658711,78.99313825,Shai Shalev-Shwartz,Cambridge University Press,2014,From Theory to Algorithms,,"Introduces machine learning and its algorithmic paradigms, explaining the principles behind automated learning approaches and the considerations underlying their usage.",True,2014-05-19T00:00:00,May 2014,2,97,150,AI
Our Final Invention,1187996,12.99,James Barrat,St. Martin's Publishing Group,2013,Artificial Intelligence and the End of the Human Era,,"Elon Musk named Our Final Invention one of 5 books everyone should read about the future A Huffington Post Definitive Tech Book of 2013 Artificial Intelligence helps choose what books you buy, what movies you see, and even who you date. It puts the ""smart"" in your smartphone and soon it will drive your car. It makes most of the trades on Wall...",True,2013-10-01T00:00:00,Oct 2013,1,97,150,AI
Brain-Computer Interfacing,1394391,50.76672995,Rajesh P. N. Rao,Cambridge University Press,2013,An Introduction,,This introduction to brain-computer interfacing is designed for courses on neural engineering or brain-computer interfacing for students from wide-ranging disciplines.,True,2013-09-30T00:00:00,Sep 2013,1,97,150,AI
Neural Machine Translation,210002360,90.27660505,Philipp Koehn,Cambridge University Press,2020,,,"Learn how to build machine translation systems with deep learning from the ground up, from basic concepts to cutting-edge research.",True,2020-06-18T00:00:00,Jun 2020,1,97,150,AI
Dancing with Qubits,209970810,55.99,Robert S. Sutor,Packt Publishing,2019,How quantum computing works and how it can change the world,,,True,2019-11-28T00:00:00,Nov 2019,1,97,150,AI
Neural Networks and Deep Learning,96334087,73.51399426,Charu C. Aggarwal,Springer International Publishing,2018,A Textbook,,"This book covers both classical and modern models in deep learning. The primary focus is on the theory and algorithms of deep learning. The theory and algorithms of neural networks are particularly important for understanding important concepts,...",True,2018-08-25T00:00:00,Aug 2018,1,97,150,AI
AI Ethics,210069933,22.99,Mark Coeckelbergh,MIT Press,2020,,,"This overview of the ethical issues raised by artificial intelligence moves beyond hype and nightmare scenarios to address concrete questions&mdash;offering a compelling, necessary read for our ChatGPT era.&#160;Artificial intelligence powers Google&rsquo;s search engine, enables Facebook to target advertising, and allows Alexa and...",True,2020-02-05T00:00:00,Feb 2020,1,97,150,AI
"Reinforcement Learning, second edition",210070088,129.99,Richard S. Sutton,MIT Press,2018,An Introduction,,"The significantly expanded and updated new edition of a widely used text on reinforcement learning, one of the most active research areas in artificial intelligence.Reinforcement learning, one of the most active research areas in artificial intelligence, is a computational approach to learning whereby an agent tries to maximize the...",True,2018-11-13T00:00:00,Nov 2018,2,97,150,AI
A Hands-On Introduction to Machine Learning,210710545,71.7280759,Chirag Shah,Cambridge University Press,2022,,,A self-contained and practical introduction that assumes no prior knowledge of programming or machine learning.,True,2022-12-29T00:00:00,Dec 2022,1,97,150,AI
Mathematical Analysis of Machine Learning Algorithms,210877872,68.50802995,Tong Zhang,Cambridge University Press,2023,,,Introduction to the mathematical foundation for understanding and analyzing machine learning algorithms for AI students and researchers.,True,2023-08-10T00:00:00,Aug 2023,1,97,150,AI
Artificial Intelligence,210877911,88.66214675,David L. Poole,Cambridge University Press,2023,Foundations of Computational Agents, (3rd ed.),"A comprehensive learning resource for undergraduate and graduate students, with new chapters on deep learning, causality, and social impact.",True,2023-07-13T00:00:00,Jul 2023,2,97,150,AI
Azure Databricks Cookbook,210357739,55.99,Phani Raj,Packt Publishing,2021,Accelerate and scale real-time analytics solutions using the Apache Spark-based analytics service,,,True,2021-09-17T00:00:00,Sep 2021,2,97,150,AI
GPT-3,210766392,35.99,Sandra Kublik,Packt Publishing,2023,The Ultimate Guide To Building NLP Products With OpenAI API,,,True,2023-02-13T00:00:00,Feb 2023,2,97,150,AI
Hands-On Graph Neural Networks Using Python,210812313,50.99,Maxime Labonne,Packt Publishing,2023,Practical techniques and architectures for building powerful graph and deep learning apps with PyTorch,,,True,2023-04-14T00:00:00,Apr 2023,1,97,150,AI
Causal Inference and Discovery in Python,211048007,55.99,Aleksander Molak,Packt Publishing,2023,"Unlock the secrets of modern causal machine learning with DoWhy, EconML, PyTorch and more",,,True,2023-05-31T00:00:00,May 2023,2,97,150,AI
Practical Machine Learning with Rust,209908191,64.58761008,Joydeep Bhattacharjee,Apress,2019,Creating Intelligent Applications in Rust,,"Explore machine learning in Rust and learn about the intricacies of creating machine learning applications. This book begins by covering the important concepts of machine learning such as supervised, unsupervised, and reinforcement learning, and the basics of Rust. Further, you’ll dive into the more specific fields of machine learning,...",True,2019-12-10T00:00:00,Dec 2019,1,97,150,AI
Machine Learning,210468386,88.21973426,Alexander Jung,Springer Nature Singapore,2022,The Basics,,"&lt;div&gt;Machine learning (ML) has become a commonplace element in our everyday lives and a&amp;nbsp;standard tool for many fields of science and engineering. To make optimal use of ML, it is&amp;nbsp;essential to understand its underlying...",True,2022-01-21T00:00:00,Jan 2022,1,97,150,AI
Artificial Intelligence,95522956,14.95964295,Jerry Kaplan,Oxford University Press,2016,What Everyone Needs to KnowR,,"Over the coming decades, Artificial Intelligence will profoundly impact the way we work and live. Whose interests should such systems serve? What limits should we place on their use? This book is a succinct introduction to the complex social, ethical, legal, and economic issues raised by the emergence of intelligent machines.",True,2016-09-01T00:00:00,Sep 2016,1,97,150,AI
